,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
754,Samiullah Shinwari (AFG),5,120,49,30.00,0,,,,,,,,
755,PM Seelaar (NED),5,62,36,31.00,0,5,3/25,24.00,0,2,0,7.00,2018
756,SM Sharif (SCOT),5,13,10,13.00,0,4,2/31,40.75,0,1,0,-27.74,2018
757,RG Sharma (IND),5,234,100*,58.50,1,,,,,,,,
758,DJM Short (AUS),5,181,76,36.20,0,0,,,,,,,
759,Soumya Sarkar (BAN),5,37,15,7.40,0,1,1/18,26.00,0,1,0,-18.59,2018
760,Usman Shinwari (PAK),5,0,0*,-,,,,,,,,,
761,PA van Meekeren (NED),5,12,8,6.00,0,2,1/20,60.00,0,0,0,-53.99,2018
762,TP Visee (NED),5,93,25,18.60,0,,,,,,,,
763,MRJ Watt (SCOT),5,1,1,1.00,0,3,1/18,47.00,0,2,0,-45.99,2018
764,Abu Hider (BAN),4,21,21*,-,,,,,,,,,
765,Ariful Haque (BAN),4,39,18*,39.00,0,1,1/13,13.00,0,2,0,26.00,2018
766,JM Bairstow (ENG),4,67,28,22.33,0,,,,,,,,
767,CR Brathwaite (WI),4,16,11,8.00,0,3,2/32,32.00,0,2,0,-23.99,2018
768,JC Buttler (ENG),4,178,69,44.50,0,,,,,,,,
769,E Chigumbura (ZIM),4,28,14,9.33,0,,,,,,,,
770,BN Cooper (NED),4,46,22,11.50,0,,,,,,,,
771,BFW de Leede (NED),4,48,33,16.00,0,,,,,,,,
772,S Dhawan (IND),4,93,74,23.25,0,,,,,,,,
773,MS Dhoni (IND),4,43,32*,43.00,0,,,,,,,,
774,AD Hales (ENG),4,145,58*,48.33,0,,,,,,,,
775,CJ Jordan (ENG),4,3,3,1.50,0,4,3/42,35.75,0,3,0,-34.24,2018
776,Kuldeep Yadav (IND),4,,,,,,,,,,,,
777,NJ Maddinson (AUS),4,7,5,3.50,0,,,,,,,,
778,H Masakadza (ZIM),4,34,13,8.50,0,,,,,,,,
779,BJ McCarthy (IRE),4,11,11*,-,,,,,,,,,
780,SF Mire (ZIM),4,212,94,53.00,0,1,1/15,82.00,0,1,0,-28.99,2018
781,PJ Moor (ZIM),4,51,30,17.00,0,,,,,,,,
782,EJG Morgan (ENG),4,45,17,11.25,0,,,,,,,,
783,TK Musakanda (ZIM),4,98,43,24.50,0,,,,,,,,
784,B Muzarabani (ZIM),4,1,1*,1.00,0,5,3/21,27.20,0,1,0,-26.19,2018
785,AR Nurse (WI),4,16,16,16.00,0,4,2/6,18.25,0,5,0,-2.24,2018
786,MP O'Dowd (NED),4,95,39,23.75,0,1,1/10,16.00,0,0,0,7.75,2018
787,LE Plunkett (ENG),4,12,9,12.00,0,3,2/34,45.00,0,1,0,-32.99,2018
788,KL Rahul (IND),4,196,101*,65.33,1,,,,,,,,
789,WB Rankin (IRE),4,22,10,11.00,0,2,2/14,54.50,0,1,0,-43.49,2018
790,AU Rashid (ENG),4,4,4*,-,,,,,,,,,
791,JJ Roy (ENG),4,156,67,39.00,0,,,,,,,,
792,AD Russell (WI),4,120,47,60.00,0,4,2/25,30.25,0,1,0,29.75,2018
793,Shafiqullah (AFG),4,30,24,10.00,0,,,,,,,,
794,S Snater (NED),4,8,6,4.00,0,4,2/25,24.75,0,1,0,-20.74,2018
795,Usman Ghani (AFG),4,67,26,22.33,0,,,,,,,,
796,CAK Walton (WI),4,65,40,16.25,0,,,,,,,,
797,DJ Willey (ENG),4,33,29*,33.00,0,4,1/18,29.00,0,0,0,4.00,2018
798,UT Yadav (IND),4,,,,,,,,,,,,
799,Aftab Alam (AFG),3,1,1,1.00,0,3,2/30,21.66,0,3,0,-20.66,2018
800,Babar Azam (PAK),3,165,97*,82.50,0,,,,,,,,
801,W Barresi (NED),3,102,53*,51.00,0,2,1/3,19.00,0,0,0,32.00,2018
802,TS Chisoro (ZIM),3,7,6,3.50,0,2,2/28,42.50,0,0,0,-38.99,2018
803,RR Emrit (WI),3,12,11,6.00,0,3,1/24,38.00,0,0,0,-31.99,2018
804,Hamza Tahir (SCOT),3,,,,,,,,,,,,
805,Karim Janat (AFG),3,0,0,0.00,0,3,1/27,37.00,0,0,0,-36.99,2018
806,B Kumar (IND),3,,,,,,,,,,,,
807,E Lewis (WI),3,61,58,20.33,0,,,,,,,,
808,JN Mohammed (WI),3,28,15,9.33,0,0,,,,,,,
809,Mustafizur Rahman (BAN),3,3,3*,-,,,,,,,,,
810,JE Root (ENG),3,44,35,14.66,0,,,,,,,,
811,Shaheen Shah Afridi (PAK),3,,,,,,,,,,,,
812,Sikander Zulfiqar (NED),3,14,8,4.66,0,0,,,,,,,
813,CB Sole (SCOT),3,4,4*,-,,,,,,,,,
814,SG Whittingham (SCOT),3,,,,,,,,,,,,
815,Abu Jayed (BAN),2,1,1,1.00,0,3,2/27,20.33,0,1,0,-19.33,2018
816,Ahmed Shehzad (PAK),2,38,24,19.00,0,,,,,,,,
817,MM Ali (ENG),2,6,6,6.00,0,1,1/58,95.00,0,1,0,-88.99,2018
818,JT Ball (ENG),2,,,,,,,,,,,,
819,RP Burl (ZIM),2,19,10,9.50,0,0,,,,,,,
820,CJ Chibhabha (ZIM),2,18,18,9.00,0,1,1/29,48.00,0,0,0,-38.99,2018
821,Fareed Ahmad (AFG),2,,,,,,,,,,,,
822,Haris Sohail (PAK),2,16,16,8.00,0,,,,,,,,
823,Hazratullah Zazai (AFG),2,156,82,78.00,0,,,,,,,,
824,KD Karthik (ICC/IND),2,0,0,0.00,0,,,,,,,,
825,S Kaul (IND),2,,,,,,,,,,,,
826,S Lamichhane (ICC/NEP),2,4,4*,-,,,,,,,,,
827,JB Little (IRE),2,1,1*,1.00,0,3,2/20,22.66,0,0,0,-21.66,2018
828,WP Masakadza (ZIM),2,3,3,3.00,0,2,1/30,31.00,0,1,0,-27.99,2018
829,Mehidy Hasan Miraz (BAN),2,11,11,11.00,0,0,,,,,,,
830,Mohammad Hafeez (PAK),2,7,7,3.50,0,2,2/3,1.50,0,0,0,2.00,2018
831,Mosaddek Hossain (BAN),2,14,14,7.00,0,2,2/21,12.00,0,2,0,-4.99,2018
832,CB Mpofu (ZIM),2,3,3,3.00,0,1,1/31,84.00,0,1,0,-80.99,2018
833,J Nyumbu (ZIM),2,7,6*,-,,,,,,,,,
834,MK Pandey (IND),2,21,21*,-,,,,,,,,,
835,NLTC Perera (ICC/SL),2,61,61,30.50,0,0,,,,,,,
836,Sabbir Rahman (BAN),2,13,13,6.50,0,,,,,,,,
837,Saqib Zulfiqar (NED),2,1,1,1.00,0,0,,,,,,,
838,Shapoor Zadran (AFG),2,,,,,,,,,,,,
839,OF Smith (WI),2,6,6,6.00,0,2,1/38,39.00,0,0,0,-32.99,2018
840,T van der Gugten (NED),2,13,13,6.50,0,1,1/47,72.00,0,0,0,-65.49,2018
841,MN Waller (ZIM),2,13,13,13.00,0,0,,,,,,,
842,JD Wildermuth (AUS),2,1,1*,-,,,,,,,,,
843,C Zhuwao (ZIM),2,24,24,12.00,0,,,,,,,,
844,Aarif Sheikh (NEP),1,,,,,,,,,,,,
845,Abul Hasan (BAN),1,5,5,5.00,0,2,2/40,20.00,0,0,0,-14.99,2018
846,DS Airee (NEP),1,,,,,,,,,,,,
847,HM Amla (SA),1,0,0,0.00,0,,,,,,,,
848,SW Billings (ICC),1,4,4,4.00,0,,,,,,,,
849,JJ Bumrah (IND),1,,,,,,,,,,,,
850,DL Chahar (IND),1,,,,,,,,,,,,
851,LD Chandimal (SL),1,36,36*,-,,,,,,,,,
852,CJ Dala (SA),1,12,12*,-,,,,,,,,,
853,A Dananjaya (SL),1,2,2,2.00,0,2,2/15,7.50,0,0,0,-5.49,2018
854,Q de Kock (SA),1,20,20,20.00,0,,,,,,,,
855,DM de Silva (SL),1,31,31,31.00,0,2,2/22,11.00,0,0,0,20.00,2018
856,JP Duminy (SA),1,3,3,3.00,0,1,1/2,2.00,0,0,0,1.00,2018
857,CH Gayle (WI),1,18,18,18.00,0,,,,,,,,
858,RR Hendricks (SA),1,19,19,19.00,0,,,,,,,,
859,KM Jarvis (ZIM),1,,,,,,,,,,,,
860,TE Kane (IRE),1,8,8,8.00,0,2,2/50,25.00,0,0,0,-16.99,2018
861,Karan KC (NEP),1,,,,,,,,,,,,
862,P Khadka (NEP),1,,,,,,,,,,,,
863,H Klaasen (SA),1,18,18,18.00,0,,,,,,,,
864,AM McCarthy (WI),1,5,5,5.00,0,0,,,,,,,
865,MJ McClenaghan (ICC),1,10,10,10.00,0,0,,,,,,,
866,G Malla (NEP),1,,,,,,,,,,,,
867,AD Mathews (SL),1,0,0,0.00,0,,,,,,,,
868,B Mavuta (ZIM),1,6,6*,-,,,,,,,,,
869,BKG Mendis (SL),1,1,1,1.00,0,,,,,,,,
870,DA Miller (SA),1,14,14,14.00,0,,,,,,,,
871,TS Mills (ICC),1,,,,,,,,,,,,
872,L Ngidi (SA),1,4,4,4.00,0,0,,,,,,,
873,HC Overdijk (NED),1,,,,,,,,,,,,
874,MDKJ Perera (SL),1,3,3,3.00,0,,,,,,,,
875,V Permaul (WI),1,,,,,,,,,,,,
876,AL Phehlukwayo (SA),1,0,0,0.00,0,,,,,,,,
877,K Rabada (SA),1,0,0,0.00,0,2,2/24,12.00,0,0,0,-11.99,2018
878,LN Rajbanshi (NEP),1,,,,,,,,,,,,
879,CAK Rajitha (SL),1,,,,,,,,,,,,
880,B Regmi (NEP),1,,,,,,,,,,,,
881,KW Richardson (AUS),1,0,0,0.00,0,0,,,,,,,
882,MJG Rippon (NED),1,38,38*,-,,,,,,,,,
883,L Ronchi (ICC),1,0,0,0.00,0,,,,,,,,
884,AK Sah (NEP),1,,,,,,,,,,,,
885,Sahibzada Farhan (PAK),1,0,0,0.00,0,,,,,,,,
886,PADLR Sandakan (SL),1,,,,,,,,,,,,
887,Shahid Afridi (ICC),1,11,11,11.00,0,1,1/34,34.00,0,0,0,-22.99,2018
888,T Shamsi (SA),1,0,0,0.00,0,2,2/26,13.00,0,1,0,-12.99,2018
889,MD Shanaka (SL),1,16,16,16.00,0,,,,,,,,
890,Ahmed Faiz (MAS),10,202,45,22.44,0,,,,,,,,
891,Fitri Sham (MAS),10,22,12,5.50,0,9,3/26,18.77,0,2,0,-13.27,2019
892,Izatullah Dawlatzai (GER),10,26,24*,26.00,0,12,3/23,17.58,0,2,0,8.41,2019
893,Muhamad Syahadat (MAS),10,122,41*,20.33,0,11,3/7,11.54,0,1,0,8.78,2019
894,S Muniandy (MAS),10,60,16*,12.00,0,3,2/5,42.33,0,3,0,-30.33,2019
895,Aminuddin Ramly (MAS),10,97,33,13.85,0,,,,,,,,
896,Shafiq Sharif (MAS),10,225,53,22.50,0,,,,,,,,
897,Syed Aziz (MAS),10,275,57*,34.37,0,4,2/33,46.75,0,0,0,-12.37,2019
898,Ahmed Wardak (GER),9,27,20*,13.50,0,14,4/20,12.14,0,0,0,1.35,2019
899,Amir Mangal (GER),9,124,40,20.66,0,1,1/17,57.00,0,3,0,-36.33,2019
900,Anwar Rahman (MAS),9,5,3*,1.66,0,11,4/16,10.63,0,2,0,-8.96,2019
901,Asad Mohammad (GER),9,12,5,4.00,0,1,1/18,158.00,0,4,0,-153.99,2019
902,LJ Barker (GUE),9,63,20,7.87,0,,,,,,,,
903,TS Bharaj (DEN),9,52,19,6.50,0,,,,,,,,
904,J Butler (GUE),9,201,65*,28.71,0,0,,,,,,,
905,BN Cooper (NED),9,258,91*,32.25,0,,,,,,,,
906,Delawar Khan (DEN),9,47,17,6.71,0,7,2/21,18.42,0,3,0,-11.71,2019
907,SA Edwards (NED),9,138,37,17.25,0,,,,,,,,
908,LB Ferbrache (GUE),9,138,55,17.25,0,,,,,,,,
909,OD Hald (DEN),9,61,18,8.71,0,9,3/18,12.55,0,4,0,-3.84,2019
910,DR Hooper (GUE),9,76,19*,15.20,0,9,3/5,23.44,0,4,0,-8.24,2019
911,ND Laegsgaard (DEN),9,105,39,15.00,0,9,2/5,11.66,0,6,0,3.33,2019
912,LC Le Tissier (GUE),9,30,9,6.00,0,12,3/17,17.25,0,2,0,-11.24,2019
913,MP O'Dowd (NED),9,319,69,35.44,0,0,,,,,,,
914,PM Seelaar (NED),9,214,96*,42.80,0,9,3/28,26.11,0,4,0,16.68,2019
915,HAM Shah (DEN),9,172,40,21.50,0,5,4/23,17.20,0,6,0,4.30,2019
916,MWR Stokes (GUE),9,127,29,18.14,0,,,,,,,,
917,Abdul Hashmi (DEN),8,70,31,17.50,0,,,,,,,,
918,Anwar Arudin (MAS),8,67,32,8.37,0,,,,,,,,
919,Baljit Singh (ITA),8,4,3,1.33,0,12,4/20,10.58,0,1,0,-9.24,2019
920,C Bisson (JER),8,152,54,21.71,0,,,,,,,,
921,DG Blampied (JER),8,150,43*,30.00,0,13,4/20,12.15,0,6,0,17.84,2019
922,RP Burl (ZIM),8,123,57*,24.60,0,4,1/13,33.75,0,8,0,-9.14,2019
923,JSE Dunford (JER),8,8,8,4.00,0,,,,,,,,
924,AW Hawkins-Kay (JER),8,80,27*,20.00,0,11,4/14,12.90,0,4,0,7.09,2019
925,KM Jarvis (ZIM),8,45,27,22.50,0,11,3/32,24.90,0,4,0,-2.40,2019
926,JW Jenner (JER),8,174,71,24.85,0,,,,,,,,
927,NA Maiolo (ITA),8,106,39*,17.66,0,7,2/8,21.71,0,2,0,-4.04,2019
928,Manpreet Singh (ITA),8,83,36,13.83,0,,,,,,,,
929,H Masakadza (ZIM),8,146,71,18.25,0,,,,,,,,
930,GP Meade (ITA),8,57,18,11.40,0,,,,,,,,
931,EJB Miles (JER),8,7,7,7.00,0,11,3/10,11.18,0,3,0,-4.18,2019
932,GRD Munasinghe (ITA),8,5,4*,1.66,0,9,4/11,21.22,0,4,0,-19.55,2019
933,WA Peatfield (GUE),8,8,7*,8.00,0,9,3/23,22.00,0,0,0,-13.99,2019
934,CW Perchard (JER),8,17,12,17.00,0,13,5/17,8.61,1,3,0,8.38,2019
935,BBJL Perera (ITA),8,208,67,34.66,0,,,,,,,,
936,Rakibul Hasan (ITA),8,14,5*,4.66,0,8,2/20,18.37,0,0,0,-13.70,2019
937,MJ Ross (ITA),8,56,34,14.00,0,7,4/15,17.14,0,3,0,-3.14,2019
938,BDH Stevens (JER),8,153,44,21.85,0,4,3/17,20.00,0,13,0,1.85,2019
939,BRM Taylor (ZIM),8,158,40,19.75,0,,,,,,,,
940,SC Williams (ZIM),8,128,58*,21.33,0,7,2/16,29.85,0,4,0,-8.52,2019
941,AS Wright (GUE),8,72,43,10.28,0,,,,,,,,
942,Abdul-Shakoor Rahimzei (GER),7,41,17,10.25,0,7,2/10,14.42,0,4,0,-4.17,2019
943,VB Chikkannaiah (GER),7,148,70*,24.66,0,,,,,,,,
944,N Davin (NAM),7,196,54,32.66,0,,,,,,,,
945,MG Erasmus (NAM),7,139,56,34.75,0,8,3/12,9.87,0,6,0,24.87,2019
946,Faisal Javed (QAT),7,123,35,17.57,0,,,,,,,,
947,NJ Ferraby (JER),7,160,81*,26.66,0,,,,,,,,
948,JN Frylinck (NAM),7,30,19*,30.00,0,6,2/21,14.00,0,4,0,16.00,2019
949,BD Glover (NED),7,2,1*,-,,,,,,,,,
950,ZE Green (NAM),7,33,18*,16.50,0,,,,,,,,
951,Iqbal Hussain (QAT),7,9,4*,4.50,0,15,4/33,13.66,0,3,0,-9.16,2019
952,J Jojo (DEN),7,36,13,18.00,0,2,2/25,49.00,0,1,0,-30.99,2019
953,Mohammed Rizlan (QAT),7,153,38*,38.25,0,,,,,,,,
954,Mohammed Nadeem (QAT),7,0,0*,-,,,,,,,,,
955,M Mooketsi (BOT),7,8,3,1.60,0,6,2/31,32.83,0,1,0,-31.23,2019
956,K Motlhanka (BOT),7,115,59,16.42,0,,,,,,,,
957,Mudassar Muhammad (GER),7,112,30,16.00,0,,,,,,,,
958,Muhammad Tanveer (QAT),7,166,50,23.71,0,0,,,,,,,
959,Muslim Yar (GER),7,2,2,2.00,0,7,2/17,17.00,0,1,0,-14.99,2019
960,R Nehonde (BOT),7,61,26,10.16,0,0,,,,,,,
961,OE Newey (GUE),7,55,23*,11.00,0,,,,,,,,
962,Rehman Abdul (ITA),7,102,37*,51.00,0,,,,,,,,
963,Sahir Naqash (GER),7,71,38*,17.75,0,4,2/3,13.00,0,1,0,4.75,2019
964,H Singh (GER),7,117,44*,39.00,0,,,,,,,,
965,ACF Stokes (GUE),7,31,16,6.20,0,5,2/26,30.40,0,1,0,-24.19,2019
966,Tamoor Sajjad (QAT),7,183,46*,36.60,0,3,2/14,59.00,0,9,0,-22.39,2019
967,Virandeep Singh (MAS),7,184,57,26.28,0,3,2/15,30.66,0,2,0,-4.38,2019
968,Aaron Jones (USA),6,79,39,19.75,0,2,1/6,14.00,0,0,0,5.75,2019
969,Adnan Idrees (KUW),6,259,80,43.16,0,1,1/34,67.00,0,4,0,-23.83,2019
970,Anique Uddin (DEN),6,64,31,10.66,0,2,2/12,7.00,0,2,0,3.66,2019
971,MNM Aslam (KUW),6,55,26,13.75,0,3,1/13,28.33,0,2,0,-14.58,2019
972,Awais Malik (QAT),6,1,1,0.25,0,4,2/28,41.75,0,0,0,-41.49,2019
973,SJ Baard (NAM),6,235,92,58.75,0,,,,,,,,
974,OGL Bascome (BER),6,83,22,16.60,0,8,4/10,11.12,0,2,0,5.47,2019
975,B Bhandari (NEP),6,76,51*,38.00,0,,,,,,,,
976,DAP Darrell (BER),6,49,30*,12.25,0,0,,,,,,,
977,NS Dhaliwal (CAN),6,190,54,63.33,0,1,1/11,16.00,0,4,0,47.33,2019
978,AC Douglas (BER),6,96,47*,24.00,0,5,5/18,6.00,1,5,0,18.00,2019
979,GDR Eranga (CAN),6,,,,,,,,,,,,
980,CR Ervine (ZIM),6,232,68*,46.40,0,,,,,,,,
981,TS Fray (BER),6,19,10,3.80,0,,,,,,,,
982,Z Groenewald (NAM),6,1,1*,-,,,,,,,,,
983,Hamza Tariq (CAN),6,20,11*,10.00,0,,,,,,,,
984,AF Ifill (CAY),6,37,9,7.40,0,4,1/7,37.75,0,1,0,-30.34,2019
985,Ilyas Ahmed (KUW),6,2,1*,2.00,0,9,3/17,17.77,0,1,0,-15.77,2019
986,Inam-ul-Haq (QAT),6,106,41,17.66,0,4,1/13,33.25,0,2,0,-15.58,2019
987,Kamran Khan (QAT),6,88,27,14.66,0,0,,,,,,,
988,Karan KC (NEP),6,20,16,6.66,0,10,3/27,15.20,0,3,0,-8.53,2019
989,NR Kumar (CAN),6,92,41,30.66,0,6,2/18,14.83,0,1,0,15.83,2019
990,S Lamichhane (NEP),6,9,9,4.50,0,11,3/21,15.27,0,2,0,-10.77,2019
991,KS Leverock (BER),6,106,33,21.20,0,1,1/26,42.00,0,2,0,-20.79,2019
992,NCK Liyanage (MAS),6,8,8,4.00,0,3,1/19,33.33,0,1,0,-29.33,2019
993,T Lungameni (NAM),6,2,2*,-,,,,,,,,,
994,D Maisuria (BOT),6,6,6*,6.00,0,11,4/28,11.00,0,1,0,-4.99,2019
995,G Malla (NEP),6,146,51,24.33,0,,,,,,,,
996,P Manning (CAY),6,56,28,11.20,0,2,2/3,26.50,0,1,0,-15.29,2019
997,Mohammad Ahsan (KUW),6,19,8,6.33,0,4,2/31,48.00,0,0,0,-41.66,2019
998,A Morris (CAY),6,5,3*,2.50,0,6,2/17,19.00,0,0,0,-16.49,2019
999,CB Mpofu (ZIM),6,17,17*,17.00,0,11,4/30,17.72,0,0,0,-0.72,2019
1000,Muhammad Kashif (KUW),6,173,51,57.66,0,8,3/30,15.87,0,2,0,41.79,2019
1001,SN Netravalkar (USA),6,19,12,19.00,0,2,1/20,61.00,0,3,0,-41.99,2019
1002,Nouman Sarwar (QAT),6,118,47*,39.33,0,10,3/17,12.90,0,5,0,26.43,2019
1003,MD Patel (USA),6,68,26,13.60,0,,,,,,,,
1004,T Perera (BOT),6,101,30,16.83,0,0,,,,,,,
1005,R Pillai (GER),6,28,14,7.00,0,,,,,,,,
1006,Ravinderpal Singh (CAN),6,189,101,63.00,1,,,,,,,,
1007,Rizwan Cheema (CAN),6,126,72,25.20,0,,,,,,,,
1008,Saad Bin Zafar (CAN),6,31,20,15.50,0,8,3/8,17.62,0,2,0,-2.12,2019
1009,R Sandaruwan (KUW),6,181,88,30.16,0,,,,,,,,
1010,YSD Seneveratne (CAY),6,48,19,8.00,0,0,,,,,,,
1011,Shiraz Khan (KUW),6,32,16*,8.00,0,3,2/35,46.66,0,3,0,-38.66,2019
1012,Sompal Kami (NEP),6,23,11,11.50,0,6,3/23,19.16,0,3,0,-7.66,2019
1013,GM Strydom (CAY),6,97,49,16.16,0,,,,,,,,
1014,SR Taylor (USA),6,144,56*,28.80,0,3,2/10,23.33,0,4,0,5.46,2019
1015,T Taylor (CAY),6,71,19*,17.75,0,2,1/17,37.00,0,1,0,-19.24,2019
1016,RJ Trott (BER),6,11,6,11.00,0,3,2/15,35.66,0,0,0,-24.66,2019
1017,Usman Waheed (KUW),6,64,28*,21.33,0,,,,,,,,
1018,S Vesawkar (NEP),6,111,40,37.00,0,0,,,,,,,
1019,HR Walsh (USA),6,99,28,19.80,0,4,1/8,24.75,0,2,0,-4.94,2019
1020,D Weston (GER),6,47,18,7.83,0,,,,,,,,
1021,C Wright (CAY),6,26,16*,8.66,0,2,2/34,26.50,0,2,0,-17.83,2019
1022,Zishan Shah (DEN),6,88,50,22.00,0,,,,,,,,
1023,Abdullah Akbarjan (Aut),5,29,29,29.00,0,6,3/20,12.00,0,2,0,17.00,2019
1024,MR Adair (IRE),5,51,38,17.00,0,7,4/40,21.57,0,1,0,-4.57,2019
1025,SA Ahmad (DEN),5,46,25,23.00,0,4,3/9,10.00,0,1,0,13.00,2019
1026,TP Allen (USA),5,27,11*,13.50,0,1,1/11,28.00,0,3,0,-14.49,2019
1027,CJA Amini (PNG),5,108,51,36.00,0,4,1/11,26.25,0,0,0,9.75,2019
1028,Amjad Sher (FIN),5,56,24,11.20,0,5,2/22,17.60,0,2,0,-6.39,2019
1029,Aqib Iqbal (Aut),5,6,6,6.00,0,0,,,,,,,
1030,Arshad Hayat (CZK-R),5,2,2,1.00,0,4,2/15,19.50,0,0,0,-18.49,2019
1031,Atif Mehmood (ESP),5,0,0*,-,,,,,,,,,
1032,Awais Ahmed (ESP),5,118,102*,59.00,1,,,,,,,,
1033,O Bascome (BER),5,93,35,18.60,0,,,,,,,,
1034,S Bau (PNG),5,46,26,15.33,0,0,,,,,,,
1035,P Bhart (NOR),5,3,2*,3.00,0,3,2/29,22.66,0,0,0,-19.66,2019
1036,Meet Bhavsar (KUW),5,65,35,16.25,0,0,,,,,,,
1037,Bilal Zalmai (Aut),5,208,111*,69.33,1,9,4/12,7.33,0,3,0,62.00,2019
1038,A Bohara (NEP),5,0,0,0.00,0,6,4/35,22.33,0,3,0,-22.33,2019
1039,TL Chatara (ZIM),5,0,0,0.00,0,7,2/32,22.85,0,1,0,-22.85,2019
1040,JW Chilia (VAN),5,48,23,16.00,0,3,1/24,46.66,0,0,0,-30.66,2019
1041,NG Collins (FIN),5,151,56,30.20,0,,,,,,,,
1042,H Dandapani (FIN),5,8,5,8.00,0,5,2/6,18.00,0,1,0,-9.99,2019
1043,GJ Delany (IRE),5,101,52,25.25,0,2,2/31,55.50,0,2,0,-30.24,2019
1044,K Doriga (PNG),5,9,4,3.00,0,,,,,,,,
1045,N Dutta (CAN),5,2,2*,-,,,,,,,,,
1046,KR Ebanks (CAY),5,15,8,3.75,0,1,1/25,104.00,0,0,0,-100.24,2019
1047,Faran Afzal (ESP),5,20,13,5.00,0,6,3/11,16.16,0,1,0,-11.16,2019
1048,H Gori (CZK-R),5,179,66,35.80,0,5,3/13,17.80,0,1,0,18.00,2019
1049,C Hauptfleisch (CAY),5,69,42,13.80,0,,,,,,,,
1050,D Heyliger (CAN),5,34,23*,-,,,,,,,,,
1051,Hilal Ahmad (CZK-R),5,15,8,3.75,0,,,,,,,,
1052,Jaspreet Singh (ITA),5,19,11,9.50,0,1,1/26,53.00,0,1,0,-43.49,2019
1053,MO Jones (BER),5,56,27,18.66,0,3,2/26,24.00,0,1,0,-5.33,2019
1054,K Joshi (Aut),5,41,32*,20.50,0,,,,,,,,
1055,Junaid Sheikh (NOR),5,19,9,6.33,0,2,1/21,52.00,0,5,0,-45.66,2019
1056,P Khadka (NEP),5,217,86*,54.25,0,1,1/23,27.00,0,3,0,27.25,2019
1057,Khizer Ahmed (NOR),5,32,18,16.00,0,,,,,,,,
1058,FJ Klaassen (NED),5,13,13,6.50,0,3,3/36,57.33,0,1,0,-50.83,2019
1059,EB Knowles (CZK-R),5,36,16*,12.00,0,,,,,,,,
1060,Kuldeep Lal (ESP),5,61,38,30.50,0,2,2/33,41.50,0,4,0,-10.99,2019
1061,A Lark (Aut),5,110,43,27.50,0,4,3/20,13.75,0,3,0,13.75,2019
1062,A Mansale (VAN),5,67,27,13.40,0,7,3/13,12.28,0,0,0,1.11,2019
1063,XM Marshall (USA),5,55,22,11.00,0,,,,,,,,
1064,PK Matautaava (VAN),5,68,32,13.60,0,7,2/9,15.57,0,2,0,-1.97,2019
1065,Md Nurul Huda (FIN),5,50,30*,25.00,0,9,3/11,13.11,0,4,0,11.88,2019
1066,K Mendon (CZK-R),5,57,40*,-,,,,,,,,,
1067,CAJ Meschede (GER),5,179,67,44.75,0,6,2/11,19.16,0,1,0,25.58,2019
1068,AK Mohan (FIN),5,82,41,16.40,0,,,,,,,,
1069,C Munoz-Mills (ESP),5,65,29*,32.50,0,,,,,,,,
1070,A Nathwani (Aut),5,1,1*,-,,,,,,,,,
1071,Naveed Ahmed (CZK-R),5,0,0,0.00,0,1,1/15,27.00,0,3,0,-26.99,2019
1072,N Nipiko (VAN),5,67,33,13.40,0,10,5/19,13.70,1,1,0,-0.29,2019
1073,SH Obed (VAN),5,16,9,5.33,0,4,2/8,13.00,0,1,0,-7.66,2019
1074,KJ O'Brien (IRE),5,151,63,30.20,0,,,,,,,,
1075,VS Padhaal (FIN),5,31,14,6.20,0,,,,,,,,
1076,R Panchal (ESP),5,143,71*,47.66,0,6,3/22,15.50,0,3,0,32.16,2019
1077,TK Patel (USA),5,17,14*,-,,,,,,,,,
1078,RK Paudel (NEP),5,35,19,11.66,0,,,,,,,,
1079,Pavandeep Singh (MAS),5,2,1*,2.00,0,3,2/19,37.66,0,3,0,-35.66,2019
1080,N Pokana (PNG),5,2,2,2.00,0,5,2/6,11.40,0,1,0,-9.39,2019
1081,S Pokhriyal (CZK-R),5,170,79,34.00,0,1,1/23,23.00,0,1,0,11.00,2019
1082,A Pusthay (FIN),5,72,37,14.40,0,2,2/26,45.00,0,2,0,-30.59,2019
1083,J Rasu (VAN),5,131,49,26.20,0,5,5/36,7.20,1,0,0,19.00,2019
1084,D Ravu (PNG),5,7,6,3.50,0,10,5/15,8.40,1,2,0,-4.89,2019
1085,DMW Rawlins (BER),5,130,63,26.00,0,4,2/22,24.00,0,7,0,2.00,2019
1086,Raza Iqbal (NOR),5,87,39,17.40,0,5,2/20,17.00,0,1,0,0.40,2019
1087,Razmal Shigiwal (Aut),5,100,53,33.33,0,,,,,,,,
1088,B Regmi (NEP),5,2,1*,2.00,0,7,3/20,17.85,0,2,0,-15.85,2019
1089,Rizwan Mahmood (DEN),5,76,37,19.00,0,,,,,,,,
1090,MM Ali (ENG),6,108,61,21.60,0,1,1/10,42.00,0,0,0,-20.39,2020
1091,JM Bairstow (ENG),6,118,55,19.66,0,,,,,,,,
1092,T Banton (ENG),6,149,71,24.83,0,,,,,,,,
1093,TK Curran (ENG),6,16,8*,16.00,0,3,1/23,53.00,0,2,0,-36.99,2020
