,player,country,matches,runs,highest_score,batting_avg,100s,wickets,best_bowling_innings,bowling_avg,5wicket_haul,catches_taken,stumping_made,avg_diff,year,allrounder_score
712,EH Hutchinson ,USA,5,67,49*,33.5,0,3,1/12,35.33,0,2,0,-1.83,2021,3.7010000000000023
713,P Jayawickrama ,SL,5,7,4,7.0,0,5,3/59,35.4,0,0,0,-28.39,2021,-6.3199999999999985
714,Karan KC ,NEP,5,76,42,25.33,0,8,4/25,20.87,0,1,0,4.45,2021,6.271
715,Khawar Ali ,OMA,5,14,12,14.0,0,9,5/15,16.11,1,4,0,-2.11,2021,3.4670000000000014
716,Kushal Malla ,NEP,5,7,4,1.4,0,5,2/19,22.8,0,2,0,-21.39,2021,-4.779999999999999
717,Mehidy Hasan Miraz ,BAN,5,32,26,8.0,0,8,4/30,19.37,0,5,0,-11.37,2021,-0.2110000000000003
718,Mohammad Saifuddin ,BAN,5,60,28*,60.0,0,7,3/87,30.42,0,1,0,29.57,2021,16.974000000000004
719,R Ngarava ,ZIM,5,10,7*,5.0,0,7,3/52,30.0,0,2,0,-24.99,2021,-4.9
720,A Nortje ,SA,5,10,10,10.0,0,8,4/51,35.5,0,0,0,-25.49,2021,-4.25
721,N Pokana ,PNG,5,5,2*,1.66,0,4,2/48,40.0,0,1,0,-38.33,2021,-10.136
722,PM Seelaar ,NED,5,36,21,7.2,0,4,3/27,35.5,0,3,0,-28.29,2021,-6.57
723,Shadab Khan ,PAK,5,97,33,19.4,0,3,2/61,79.33,0,3,0,-59.93,2021,-15.139
724,Sikandar Raza ,ZIM,5,155,59*,51.66,0,1,1/33,113.0,0,2,0,-61.33,2021,-12.935999999999996
725,LV van Beek ,NED,5,89,29,29.66,0,7,3/29,23.42,0,3,0,6.23,2021,6.938
726,Aqib Ilyas ,OMA,4,123,56,41.0,0,3,2/34,41.33,0,1,0,-0.33,2021,4.901000000000002
727,Bikram Sob ,NEP,4,3,2,1.5,0,5,2/20,19.0,0,0,0,-17.49,2021,-3.6
728,B Fernando ,SL,4,26,17,8.66,0,2,1/33,68.0,0,1,0,-59.33,2021,-16.336
729,Hasan Ali ,PAK,4,73,32*,24.33,0,7,5/51,32.71,1,0,0,-8.38,2021,2.0189999999999984
730,MA Leask ,SCOT,4,51,51*,51.0,0,5,3/19,12.0,0,0,0,39.0,2021,18.300000000000004
731,KV Morea ,PNG,4,11,9*,11.0,0,11,5/28,13.09,1,1,0,-2.09,2021,3.7730000000000006
732,PADLR Sandakan ,SL,4,12,8*,6.0,0,6,3/54,38.83,0,0,0,-32.83,2021,-7.448999999999999
733,SM Sharif ,SCOT,4,14,14,14.0,0,4,2/56,42.75,0,1,0,-28.74,2021,-6.024999999999999
734,Shoriful Islam ,BAN,4,8,8,4.0,0,7,4/46,22.85,0,0,0,-18.85,2021,-3.1550000000000002
735,MM Ali ,ENG,3,28,28,28.0,0,1,1/5,5.0,0,2,0,23.0,2021,10.000000000000002
736,BA Carse ,ENG,3,43,31,43.0,0,6,5/61,22.66,1,0,0,20.33,2021,12.202
737,TL Chatara ,ZIM,3,7,4*,7.0,0,1,1/49,157.0,0,1,0,-149.99,2021,-44.0
738,SS Cottrell ,WI,3,4,4*,4.0,0,3,2/29,36.0,0,0,0,-31.99,2021,-8.299999999999999
739,A Dananjaya ,SL,3,8,5*,4.0,0,5,3/44,31.0,0,0,0,-26.99,2021,-6.199999999999999
740,N Dhamba ,OMA,3,0,0,0.0,0,4,2/20,11.25,0,2,0,-11.24,2021,-2.175
741,L Gregory ,ENG,3,117,77,58.5,0,4,3/44,24.25,0,0,0,34.25,2021,17.325000000000003
742,MD Gunathilaka ,SL,3,84,39,28.0,0,1,1/5,5.0,0,1,0,23.0,2021,10.000000000000002
743,JO Holder ,WI,3,57,52,19.0,0,1,1/41,107.0,0,2,0,-87.99,2021,-24.200000000000003
744,AJ Hosein ,WI,3,3,3,1.5,0,6,3/30,18.16,0,1,0,-16.66,2021,-3.0479999999999996
745,AS Joseph ,WI,3,37,17,18.5,0,6,3/39,15.5,0,1,0,3.0,2021,4.55
746,FJ Klaassen ,NED,3,4,4,2.0,0,4,3/23,16.5,0,1,0,-14.49,2021,-2.95
747,S Mahmood ,ENG,3,8,8,8.0,0,9,4/42,13.66,0,0,0,-5.66,2021,1.8020000000000005
748,MR Marsh ,AUS,3,57,29,19.0,0,1,1/7,26.0,0,2,0,-6.99,2021,0.10000000000000053
749,BJ McCarthy ,IRE,3,6,6,3.0,0,2,1/33,59.5,0,0,0,-56.49,2021,-16.049999999999997
750,RTM Mendis ,SL,3,24,15*,24.0,0,2,2/40,24.0,0,1,0,0.0,2021,3.0000000000000018
751,C Overton ,ENG,3,18,18*,18.0,0,4,2/23,31.5,0,2,0,-13.49,2021,-1.049999999999999
752,HH Pandya ,IND,3,19,19,9.5,0,2,1/34,48.5,0,1,0,-38.99,2021,-10.149999999999999
753,Saud Shakeel ,PAK,3,64,56,32.0,0,1,1/14,37.0,0,0,0,-4.99,2021,2.0000000000000018
754,MA Starc ,AUS,3,27,19,13.5,0,11,5/48,10.63,1,1,0,2.86,2021,5.510999999999999
755,AJ Turner ,AUS,3,50,49,25.0,0,2,1/23,30.0,0,2,0,-4.99,2021,1.5999999999999996
756,I Udana ,SL,3,47,21,23.5,0,2,2/49,70.0,0,1,0,-46.49,2021,-11.0
757,T van der Gugten ,NED,3,50,49,25.0,0,3,2/22,23.33,0,0,0,1.66,2021,3.9010000000000007
758,HR Walsh ,WI,3,27,20,13.5,0,7,5/39,16.0,1,0,0,-2.49,2021,2.7
759,SC Williams ,ZIM,3,37,33,18.5,0,3,2/42,23.66,0,1,0,-5.16,2021,1.2020000000000008
760,A Zampa ,AUS,3,48,36,48.0,0,5,2/29,22.2,0,1,0,25.8,2021,14.040000000000003
761,KJ Coetzer ,SCOT,17,447,108*,29.8,1,1,1/17,50.0,0,5,0,-20.19,2022,-2.7799999999999976
762,MA Leask ,SCOT,16,356,85,27.38,0,17,3/35,26.35,0,3,0,1.03,2022,8.146999999999998
763,CS MacLeod ,SCOT,16,736,133*,49.06,2,1,1/8,133.0,0,21,0,-83.93,2022,-19.975999999999996
764,SM Sharif ,SCOT,16,192,40*,27.42,0,15,5/35,41.93,1,6,0,-14.5,2022,2.889000000000003
765,Hamza Tahir ,SCOT,15,25,13,6.25,0,22,4/26,23.27,0,3,0,-17.02,2022,2.1189999999999998
766,AJ Hosein ,WI,15,145,60,16.11,0,22,4/39,31.5,0,9,0,-15.38,2022,3.594000000000001
767,SN Netravalkar ,USA,15,16,6,3.2,0,28,5/45,24.14,1,5,0,-20.94,2022,2.4379999999999997
768,N Pooran ,WI,15,434,91,28.93,0,6,4/48,28.0,0,9,0,0.93,2022,4.9719999999999995
769,G Singh ,USA,15,399,60*,36.27,0,1,1/5,5.0,0,7,0,31.27,2022,13.308000000000003
770,SR Taylor ,USA,15,431,114,28.73,1,17,3/34,25.47,0,10,0,3.26,2022,8.951
771,NP Kenjige ,USA,14,139,34*,17.37,0,11,2/15,42.27,0,2,0,-24.89,2022,-2.433
772,KR Mayers ,WI,14,435,120,33.46,2,5,2/48,58.0,0,6,0,-24.53,2022,-2.5159999999999982
773,RD Berrington ,SCOT,13,449,114*,44.9,2,1,1/3,59.0,0,2,0,-14.09,2022,0.5600000000000023
774,NK Patel ,USA,13,177,37,19.66,0,9,2/26,54.66,0,1,0,-34.99,2022,-5.834
775,MRJ Watt ,SCOT,13,143,37*,20.42,0,21,5/33,21.47,1,4,0,-1.04,2022,8.027000000000001
776,Sikandar Raza ,ZIM,12,570,135*,57.0,3,7,3/56,56.71,0,5,0,0.28,2022,7.887000000000004
777,CN Greaves ,SCOT,11,179,53*,25.57,0,5,2/29,32.8,0,6,0,-7.22,2022,1.8880000000000035
778,JR Hazlewood ,AUS,11,27,23*,27.0,0,12,3/30,31.58,0,3,0,-4.58,2022,4.926000000000002
779,AS Joseph ,WI,11,83,49,27.66,0,17,3/36,25.7,0,0,0,1.96,2022,8.454000000000002
780,W Madhevere ,ZIM,11,134,72,12.18,0,2,2/40,72.5,0,2,0,-60.31,2022,-16.278
781,GJ Maxwell ,AUS,11,252,80*,31.5,0,9,4/52,36.0,0,7,0,-4.49,2022,4.500000000000002
782,CAH Stevenson ,USA,11,79,28*,11.28,0,11,2/23,36.9,0,1,0,-25.62,2022,-3.257999999999999
783,RP Burl ,ZIM,10,166,51*,23.71,0,9,5/10,17.55,1,3,0,6.15,2022,6.919
784,MM Ali ,ENG,9,146,47,29.2,0,7,3/57,38.57,0,0,0,-9.37,2022,2.2089999999999996
785,MG Bracewell ,NZ,9,260,127*,65.0,1,5,3/43,59.2,0,5,0,5.8,2022,9.739999999999998
786,BFW de Leede ,NED,9,270,89,30.0,0,8,3/50,43.25,0,3,0,-13.24,2022,1.4250000000000007
787,A Dutt ,NED,9,16,6*,3.2,0,7,2/55,52.85,0,1,0,-49.65,2022,-12.475
788,LS Livingstone ,ENG,9,178,66*,29.66,0,5,2/30,25.0,0,5,0,4.66,2022,5.864000000000001
789,GT Main ,SCOT,9,69,64*,69.0,0,23,5/52,17.47,1,4,0,51.52,2022,29.259
790,MJ Santner ,NZ,9,130,30,32.5,0,11,3/71,33.45,0,4,0,-0.95,2022,6.265000000000001
791,LV van Beek ,NED,9,120,30*,15.0,0,8,2/49,57.75,0,5,0,-42.74,2022,-8.924999999999999
792,DS Airee ,NEP,8,82,38,11.71,0,6,2/9,35.5,0,0,0,-23.78,2022,-4.166
793,CJA Amini ,PNG,8,225,60,28.12,0,6,3/32,42.5,0,3,0,-14.37,2022,0.2980000000000018
794,Ayaan Khan ,OMA,8,222,68,37.0,0,5,2/22,34.8,0,2,0,2.2,2022,5.860000000000001
795,S Bau ,PNG,8,163,70,20.37,0,2,1/25,54.5,0,1,0,-34.12,2022,-7.601999999999997
796,Bilal Khan ,OMA,8,2,1*,2.0,0,20,5/54,18.35,1,3,0,-16.34,2022,1.295
797,MG Erasmus ,NAM,8,364,87,45.5,0,10,3/31,21.5,0,5,0,24.0,2022,14.75
798,B Evans ,ZIM,8,81,33*,16.2,0,9,5/54,35.22,1,4,0,-19.02,2022,-1.3859999999999992
799,Fayyaz Butt ,OMA,8,38,13*,12.66,0,8,3/48,33.75,0,2,0,-21.08,2022,-2.6609999999999996
800,JN Frylinck ,NAM,8,121,60*,24.2,0,13,3/15,15.76,0,2,0,8.43,2022,8.852
801,C Green ,AUS,8,170,89*,85.0,0,11,5/33,16.81,1,4,0,68.18,2022,32.257
802,LM Jongwe ,ZIM,8,76,24,10.85,0,5,2/33,48.6,0,0,0,-37.74,2022,-8.74
803,Kaleemullah ,OMA,8,29,13,7.25,0,8,3/45,33.87,0,1,0,-26.62,2022,-4.860999999999999
804,Khawar Ali ,OMA,8,131,57*,21.83,0,11,3/46,28.09,0,5,0,-6.25,2022,3.6050000000000004
805,M Labuschagne ,AUS,8,173,52,21.62,0,2,2/19,65.0,0,1,0,-43.37,2022,-10.251999999999999
806,S Lamichhane ,NEP,8,34,22,5.66,0,19,4/29,17.36,0,3,0,-11.7,2022,2.756000000000001
807,JN Loftie-Eaton ,NAM,8,197,60,32.83,0,4,2/12,24.75,0,5,0,8.08,2022,6.906999999999999
808,VM Nyauchi ,ZIM,8,36,26,7.2,0,5,1/15,52.0,0,2,0,-44.79,2022,-11.219999999999999
809,BM Scholtz ,NAM,8,31,17*,15.5,0,17,5/22,10.23,1,2,0,5.26,2022,8.231000000000002
810,R Shepherd ,WI,8,133,39*,22.16,0,3,1/43,90.0,0,1,0,-67.83,2022,-17.235999999999997
811,Sompal Kami ,NEP,8,79,47,13.16,0,12,3/40,24.41,0,4,0,-11.24,2022,1.5410000000000013
812,CA Soper ,PNG,8,108,21,15.42,0,9,2/27,36.33,0,3,0,-20.9,2022,-2.030999999999999
813,R Trumpelmann ,NAM,8,67,19,11.16,0,10,3/41,22.6,0,3,0,-11.43,2022,0.6840000000000002
814,A Vala ,PNG,8,186,64,23.25,0,5,3/17,43.6,0,5,0,-20.34,2022,-2.2799999999999994
815,N Vanua ,PNG,8,144,38,18.0,0,10,3/47,30.8,0,2,0,-12.79,2022,0.9599999999999991
816,HR Walsh ,WI,8,16,10,5.33,0,7,2/54,55.57,0,2,0,-50.23,2022,-12.439
817,DJ Willey ,ENG,8,101,41,25.25,0,11,4/36,22.27,0,1,0,2.97,2022,6.719000000000002
818,Ahmed Raza ,UAE,7,23,9,5.75,0,12,3/46,23.25,0,4,0,-17.49,2022,-1.0749999999999993
819,Basil Hameed ,UAE,7,114,34,19.0,0,9,2/42,24.55,0,4,0,-5.55,2022,2.9350000000000005
820,LH Ferguson ,NZ,7,17,8,8.5,0,8,2/44,54.0,0,1,0,-45.49,2022,-10.399999999999999
821,JNT Seales ,WI,7,16,16*,16.0,0,4,1/39,80.25,0,1,0,-64.24,2022,-16.474999999999998
822,SI Kamea ,PNG,7,8,5*,2.66,0,9,3/36,34.11,0,0,0,-31.44,2022,-6.468999999999999
823,Karan KC ,NEP,7,35,19,7.0,0,15,5/33,17.13,2,1,0,-10.13,2022,2.1610000000000014
824,JS Malhotra ,USA,7,116,53,19.33,0,2,1/17,21.5,0,5,0,-2.16,2022,1.8819999999999988
825,DJ Mitchell ,NZ,7,250,74*,41.66,0,1,1/6,13.0,0,3,0,28.66,2022,13.063999999999998
826,R Ngarava ,ZIM,7,71,34*,71.0,0,5,2/16,55.8,0,1,0,15.2,2022,13.160000000000004
827,M Prasidh Krishna ,IND,7,0,0,0.0,0,7,3/50,42.42,0,2,0,-42.42,2022,-10.626000000000001
828,CP Rizwan ,UAE,7,261,67,43.5,0,1,1/19,19.0,0,1,0,24.5,2022,12.000000000000004
829,RJW Topley ,ENG,7,10,6*,5.0,0,13,6/24,16.38,1,0,0,-11.38,2022,0.9860000000000007
830,Zeeshan Maqsood ,OMA,7,313,104*,52.16,1,10,4/39,22.7,0,6,0,29.46,2022,17.054000000000002
831,Mohammad Aadil Alam ,NEP,6,70,36,17.5,0,6,3/31,27.66,0,1,0,-10.16,2022,0.5020000000000007
832,Ali Khan ,USA,6,1,1,0.5,0,13,5/20,16.69,1,1,0,-16.19,2022,-0.9070000000000009
833,TA Boult ,NZ,6,32,16,8.0,0,18,4/38,12.38,0,3,0,-4.38,2022,4.885999999999999
834,BA Carse ,ENG,6,34,15,11.33,0,6,2/49,41.0,0,1,0,-29.66,2022,-5.967999999999999
835,YS Chahal ,IND,6,3,3,3.0,0,14,4/17,18.64,0,0,0,-15.64,2022,-0.19199999999999928
836,TLW Cooper ,NED,6,266,66,44.33,0,1,1/25,66.0,0,3,0,-21.66,2022,-1.7680000000000007
837,DJ Hooda ,IND,6,86,33,21.5,0,2,1/6,47.5,0,2,0,-25.99,2022,-5.050000000000001
838,Kashif Daud ,UAE,6,52,24*,17.33,0,4,2/24,27.25,0,2,0,-9.91,2022,-0.04299999999999926
839,VJ Kingma ,NED,6,1,1*,1.0,0,6,2/15,39.5,0,3,0,-38.49,2022,-9.65
840,Mehidy Hasan Miraz ,BAN,6,45,16*,22.5,0,11,4/29,22.81,0,3,0,-0.31,2022,5.457000000000002
841,Mohammad Nawaz ,3 (PAK,6,50,27,12.5,0,11,4/19,23.09,0,3,0,-10.59,2022,1.373000000000001
842,A Neill ,SCOT,6,22,14*,22.0,0,11,3/32,22.9,0,2,0,-0.9,2022,5.230000000000002
843,AR Patel ,IND,6,92,64*,46.0,0,8,3/24,24.37,0,2,0,21.62,2022,13.489
844,GD Phillips ,NZ,6,157,47,31.4,0,3,1/9,27.66,0,4,0,3.73,2022,5.162000000000001
845,AU Rashid ,ENG,6,12,12,6.0,0,7,3/29,39.71,0,4,0,-33.71,2022,-7.413
846,CB Sole ,SCOT,6,11,4,3.66,0,13,4/27,17.53,0,1,0,-13.87,2022,0.10499999999999954
847,MA Starc ,AUS,6,41,38*,20.5,0,11,3/24,18.09,0,4,0,2.4,2022,6.073
848,MP Stoinis ,AUS,6,71,44,14.2,0,2,1/6,28.5,0,1,0,-14.29,2022,-2.2699999999999996
849,A Zampa ,AUS,6,30,16,30.0,0,13,5/35,18.15,1,4,0,11.84,2022,10.455000000000002
850,TL Chivanga ,ZIM,5,11,6*,5.5,0,3,1/38,65.66,0,1,0,-60.16,2022,-16.597999999999995
851,SM Curran ,ENG,5,53,35,26.5,0,4,2/46,42.5,0,1,0,-15.99,2022,-0.9499999999999993
852,MJ Henry ,NZ,5,12,5,4.0,0,12,4/68,21.08,0,2,0,-17.08,2022,-1.1239999999999997
853,C Karunaratne ,SL,5,107,75,26.75,0,5,3/47,29.4,0,0,0,-2.64,2022,3.3800000000000026
854,Mohammad Wasim ,1 (PAK,5,34,17*,17.0,0,10,4/36,18.8,0,0,0,-1.79,2022,4.160000000000001
855,Mustafizur Rahman ,BAN,5,0,0,0.0,0,8,4/17,18.0,0,0,0,-17.99,2022,-2.9999999999999996
856,JDS Neesham ,NZ,5,89,36,22.25,0,1,1/30,181.0,0,2,0,-158.74,2022,-45.099999999999994
857,Shadab Khan ,PAK,5,162,86,54.0,0,8,4/62,28.37,0,2,0,25.62,2022,15.489
858,MD Shanaka ,SL,5,45,34,9.0,0,2,1/27,32.0,0,2,0,-22.99,2022,-5.3999999999999995
859,TG Southee ,NZ,5,26,12,8.66,0,9,4/22,22.66,0,1,0,-13.99,2022,-0.6340000000000003
860,SN Thakur ,IND,5,19,9,9.5,0,11,3/38,19.81,0,2,0,-10.31,2022,1.157
861,M Theekshana ,SL,5,13,11*,13.0,0,4,2/26,49.5,0,2,0,-36.49,2022,-8.45
862,J Theron ,USA,5,3,3*,3.0,0,8,4/56,18.25,0,2,0,-15.24,2022,-1.8749999999999996
863,DN Wellalage ,SL,5,43,20,14.33,0,9,3/42,22.33,0,3,0,-7.99,2022,1.7330000000000014
864,SC Williams ,ZIM,5,117,45,23.4,0,1,1/36,121.0,0,1,0,-97.59,2022,-26.639999999999997
865,PJ Cummins ,AUS,4,39,35,13.0,0,8,4/35,17.75,0,2,0,-4.74,2022,2.2749999999999995
866,DM de Silva ,SL,4,126,60,31.5,0,5,2/26,22.8,0,2,0,8.7,2022,7.260000000000002
867,JO Holder ,WI,4,23,13*,11.5,0,7,3/24,20.42,0,1,0,-8.92,2022,0.5740000000000007
868,Jasdeep Singh ,USA,4,21,17,7.0,0,1,1/36,129.0,0,1,0,-121.99,2022,-35.599999999999994
869,Junaid Siddique ,UAE,4,25,12*,25.0,0,4,2/53,41.5,0,1,0,-16.49,2022,-1.25
870,MP Kuhnemann ,AUS,4,16,15,8.0,0,6,2/26,31.83,0,2,0,-23.83,2022,-4.5489999999999995
871,MR Marsh ,AUS,4,62,26,15.5,0,3,2/29,18.0,0,1,0,-2.49,2022,1.7000000000000002
872,G Motie ,WI,4,15,7,5.0,0,8,4/23,16.75,0,1,0,-11.74,2022,-0.6249999999999991
873,KMA Paul ,WI,4,52,25*,17.33,0,2,2/57,48.0,0,1,0,-30.66,2022,-6.867999999999999
874,A Phillip ,WI,4,22,21*,22.0,0,4,2/50,41.0,0,2,0,-18.99,2022,-2.299999999999999
875,TJG Pringle ,NED,4,6,6,1.5,0,1,1/51,221.0,0,0,0,-219.49,2022,-65.39999999999999
876,Rohan Mustafa ,UAE,4,67,65*,22.33,0,5,2/43,33.2,0,1,0,-10.86,2022,0.47199999999999953
877,PM Seelaar ,NED,4,60,25,15.0,0,2,2/83,100.0,0,1,0,-84.99,2022,-23.4
878,Shoriful Islam ,BAN,4,1,1,1.0,0,6,4/34,29.5,0,1,0,-28.49,2022,-6.65
