,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
667,PKD Chase (IRE),5,1,1*,0.50,0,8,2/39,33.87,0,3,0,-33.37,2016
668,Hasan Ali (PAK),5,13,9,4.33,0,8,4/60,32.50,0,2,0,-28.16,2016
669,Imad Wasim (PAK),5,153,63*,-,,,,,,,,,
670,Javed Ahmadi (AFG),5,90,39,18.00,0,0,,,,,,,
671,MA Leask (SCOT),5,25,12,8.33,0,1,1/54,148.00,0,3,0,-139.66,2016
672,MF Maharoof (SL),5,71,31*,23.66,0,2,1/59,112.00,0,1,0,-88.33,2016
673,GJ Maxwell (AUS),5,53,46*,17.66,0,3,2/15,9.33,0,2,0,8.33,2016
674,Mohammad Amir (PAK),5,64,58,32.00,0,5,3/50,40.20,0,0,0,-8.19,2016
675,Mohammad Nawaz (3) (PAK),5,119,53,29.75,0,3,1/14,64.33,0,1,0,-34.58,2016
676,PL Mommsen (SCOT),5,216,111*,108.00,1,,,,,,,,
677,WD Parnell (SA),5,33,28,11.00,0,5,2/23,32.60,0,0,0,-21.59,2016
678,MDK Perera (SL),5,55,18,11.00,0,9,3/48,28.44,0,2,0,-17.44,2016
679,Shoaib Malik (PAK),5,180,77,45.00,0,0,,,,,,,
680,BA Stokes (ENG),5,201,75,67.00,0,1,1/14,76.00,0,3,0,-8.99,2016
681,SM Boland (AUS),4,,,,,,,,,,,,
682,F du Plessis (SA),4,139,73*,69.50,0,,,,,,,,
683,CJ Jordan (ENG),4,15,15*,-,,,,,,,,,
684,CS MacLeod (SCOT),4,253,103,63.25,2,0,,,,,,,
685,CH Morris (SA),4,56,40,18.66,0,3,3/63,37.00,0,2,0,-18.33,2016
686,NLTC Perera (SL),4,55,21,13.75,0,4,3/33,25.00,0,0,0,-11.24,2016
687,JE Taylor (WI),4,21,16,21.00,0,2,1/36,79.50,0,1,0,-58.49,2016
688,Umar Gul (PAK),4,6,6*,-,,,,,,,,,
689,MA Wood (ENG),4,8,8*,-,,,,,,,,,
690,J Anderson (IRE),3,67,34,22.33,0,,,,,,,,
691,JJ Bumrah (IND),3,,,,,,,,,,,,
692,YS Chahal (IND),3,,,,,,,,,,,,
693,CJ Chibhabha (ZIM),3,61,27,20.33,0,1,1/31,60.00,0,0,0,-39.66,2016
694,E Chigumbura (ZIM),3,41,41,13.66,0,0,,,,,,,
695,NM Coulter-Nile (AUS),3,16,15,8.00,0,5,2/38,30.20,0,1,0,-22.19,2016
696,AG Cremer (ZIM),3,15,8,7.50,0,0,,,,,,,
697,MS Dhoni (IND),3,,,,,,,,,,,,
698,TM Dilshan (SL),3,74,42,24.66,0,0,,,,,,,
699,ST Gabriel (WI),3,3,2,3.00,0,6,3/17,19.66,0,0,0,-16.66,2016
700,JW Hastings (AUS),3,13,8*,-,,,,,,,,,
701,KM Jadhav (IND),3,,,,,,,,,,,,
702,DS Kulkarni (IND),3,,,,,,,,,,,,
703,NM Lyon (AUS),3,34,30,34.00,0,5,3/39,25.60,0,1,0,8.40,2016
704,H Masakadza (ZIM),3,31,14,10.33,0,0,,,,,,,
705,R Mutumbami (ZIM),3,21,15,7.00,0,,,,,,,,
706,Noor Ali Zadran (AFG),3,17,10,5.66,0,,,,,,,,
707,MK Pandey (IND),3,4,4*,-,,,,,,,,,
708,AR Patel (IND),3,,,,,,,,,,,,
709,AM Phangiso (SA),3,15,9,5.00,0,6,3/40,19.66,0,0,0,-14.66,2016
710,KL Rahul (IND),3,196,100*,196.00,1,,,,,,,,
711,AT Rayudu (IND),3,103,62*,-,,,,,,,,,
712,Samiullah Shinwari (AFG),3,36,24,12.00,0,0,,,,,,,
713,Sami Aslam (PAK),3,33,24,11.00,0,,,,,,,,
714,V Sibanda (ZIM),3,96,53,32.00,0,,,,,,,,
715,CB Sole (SCOT),3,,,,,,,,,,,,
716,BB Sran (IND),3,,,,,,,,,,,,
717,SP Terry (IRE),3,16,9,5.33,0,,,,,,,,
718,Wahab Riaz (PAK),3,20,14,10.00,0,1,1/46,186.00,0,0,0,-175.99,2016
719,KJ Abbott (SA),2,6,5,3.00,0,1,1/50,76.00,0,0,0,-72.99,2016
720,Ahmed Raza (UAE),2,3,2,3.00,0,2,2/28,37.00,0,1,0,-33.99,2016
721,Aizaz Khan (HKG),2,37,25,18.50,0,3,2/37,36.33,0,0,0,-17.83,2016
722,Amjad Javed (UAE),2,32,32,16.00,0,0,,,,,,,
723,Anshuman Rath (HKG),2,45,32,22.50,0,0,,,,,,,
724,Babar Hayat (HKG),2,82,56,41.00,0,,,,,,,,
725,C Carter (HKG),2,15,15,15.00,0,,,,,,,,
726,TL Chatara (ZIM),2,6,4,3.00,0,1,1/20,60.00,0,0,0,-56.99,2016
727,Ehsan Khan (HKG),2,9,7,9.00,0,3,2/28,27.00,0,1,0,-17.99,2016
728,RMS Eranga (SL),2,0,0*,-,,,,,,,,,
729,Hamid Hassan (AFG),2,6,6,6.00,0,2,2/21,10.50,0,0,0,-4.49,2016
730,MC Henriques (AUS),2,10,6,5.00,0,1,1/48,88.00,0,1,0,-82.99,2016
731,Mohammad Hafeez (PAK),2,48,37,24.00,0,,,,,,,,
732,Mohammad Naveed (UAE),2,3,2,1.50,0,2,2/42,50.00,0,0,0,-48.49,2016
733,Mohammad Rizwan (PAK),2,40,34*,40.00,0,,,,,,,,
734,Mohammad Shahzad (UAE),2,49,28,24.50,0,4,3/61,26.50,0,0,0,-1.99,2016
735,PJ Moor (ZIM),2,4,3,2.00,0,,,,,,,,
736,M Morkel (SA),2,32,32*,-,,,,,,,,,
737,Muhammad Usman (UAE),2,77,43,38.50,0,,,,,,,,
738,T Muzarabani (ZIM),2,6,5,6.00,0,0,,,,,,,
739,Nadeem Ahmed (HKG),2,14,14,14.00,0,2,1/20,28.50,0,0,0,-14.49,2016
740,KK Nair (IND),2,46,39,23.00,0,,,,,,,,
741,Nizakat Khan (HKG),2,83,43,41.50,0,,,,,,,,
742,SS Pathirana (SL),2,56,32,28.00,0,3,3/37,24.33,0,0,0,3.66,2016
743,Rameez Shahzad (UAE),2,48,33,24.00,0,0,,,,,,,
744,WB Rankin (IRE),2,18,18*,-,,,,,,,,,
745,Rohan Mustafa (UAE),2,62,43,31.00,0,0,,,,,,,
746,RR Rossouw (SA),2,68,61,34.00,0,,,,,,,,
747,Saqlain Haider (UAE),2,23,12,11.50,0,,,,,,,,
748,Shahid Wasif (HKG),2,4,4,4.00,0,,,,,,,,
749,Shaiman Anwar (UAE),2,72,63,36.00,0,,,,,,,,
750,T Shamsi (SA),2,0,0*,-,,,,,,,,,
751,Shapoor Zadran (AFG),2,2,2*,-,,,,,,,,,
752,Sikandar Raza (ZIM),2,39,23,19.50,0,1,1/7,27.00,0,1,0,-7.49,2016
753,RAJ Smith (SCOT),2,10,10,10.00,0,1,1/34,97.00,0,0,0,-86.99,2016
754,L Sreekumar (UAE),2,44,28,22.00,0,,,,,,,,
755,Tanveer Ahmed (HKG),2,0,0*,-,,,,,,,,,
756,Tanwir Afzal (HKG),2,27,20,27.00,0,2,1/36,39.50,0,0,0,-12.49,2016
757,Waqas Khan (HKG),2,8,8,8.00,0,,,,,,,,
758,MRJ Watt (SCOT),2,1,1*,-,,,,,,,,,
759,BTJ Wheal (SCOT),2,0,0*,-,,,,,,,,,
760,Yamin Ahmadzai (AFG),2,3,3*,-,,,,,,,,,
761,Yasir Shah (PAK),2,26,26*,26.00,0,0,,,,,,,
762,KMC Bandara (SL),1,1,1*,-,,,,,,,,,
763,JH Davey (SCOT),1,,,,,,,,,,,,
764,LA Dawson (ENG),1,10,10,10.00,0,2,2/70,35.00,0,0,0,-24.99,2016
765,GH Dockrell (IRE),1,6,6,6.00,0,1,1/52,52.00,0,2,0,-45.99,2016
766,CR Ervine (ZIM),1,21,21,21.00,0,,,,,,,,
767,Fayyaz Ahmed (UAE),1,4,4*,-,,,,,,,,,
768,FY Fazal (IND),1,55,55*,-,,,,,,,,,
769,WIA Fernando (SL),1,0,0,0.00,0,,,,,,,,
770,Gulbadin Naib (AFG),1,2,2,2.00,0,0,,,,,,,
771,S Randiv (SL),1,26,26*,-,,,,,,,,,
772,Krishna Chandran (UAE),1,15,15,15.00,0,0,,,,,,,
773,N Madziva (ZIM),1,10,10*,-,,,,,,,,,
774,SE Marsh (AUS),1,1,1,1.00,0,,,,,,,,
775,T Maruma (ZIM),1,17,17,17.00,0,,,,,,,,
776,Mohammad Irfan (PAK),1,,,,,,,,,,,,
777,T Mupariwa (ZIM),1,1,1,1.00,0,0,,,,,,,
778,NJ O'Brien (IRE),1,10,10,10.00,0,,,,,,,,
779,AK Perera (SL),1,7,7,7.00,0,0,,,,,,,
780,PADLR Sandakan (SL),1,,,,,,,,,,,,
781,TAM Siriwardana (SL),1,19,19,19.00,0,0,,,,,,,
782,MC Sorensen (IRE),1,6,6,6.00,0,1,1/49,49.00,0,0,0,-42.99,2016
783,DT Tiripano (ZIM),1,2,2,2.00,0,0,,,,,,,
784,JM Vince (ENG),1,51,51,51.00,0,,,,,,,,
785,MN Waller (ZIM),1,8,8,8.00,0,,,,,,,,
786,SC Williams (ZIM),1,,,,,,,,,,,,
787,SD Hope (WI),16,512,81,42.66,0,,,,,,,,
788,JN Mohammed (WI),16,363,91*,30.25,0,0,,,,,,,
789,AR Nurse (WI),16,162,44,23.14,0,13,4/62,44.53,0,2,0,-21.39,2017
790,MS Dhoni (IND),15,383,78*,127.66,0,,,,,,,,
791,JO Holder (WI),15,336,77,33.60,0,15,5/27,42.20,1,7,0,-8.59,2017
792,V Kohli (IND),15,832,131,104.00,3,0,,,,,,,
793,E Lewis (WI),15,397,176*,36.09,1,,,,,,,,
794,S Dhawan (IND),14,689,132*,53.00,2,,,,,,,,
795,KM Jadhav (IND),14,161,63,32.20,0,8,2/22,21.25,0,8,0,10.95,2017
796,EJG Morgan (ENG),14,483,107,43.90,1,,,,,,,,
797,HH Pandya (IND),14,148,76,24.66,0,14,3/40,36.78,0,5,0,-12.11,2017
798,JE Root (ENG),14,656,133*,65.60,1,5,3/52,22.20,0,7,0,43.40,2017
799,N Dickwella (SL),13,511,116,39.30,2,,,,,,,,
800,SL Malinga (SL),13,21,9*,5.25,0,10,2/44,62.30,0,1,0,-57.04,2017
801,LE Plunkett (ENG),13,33,15,11.00,0,23,5/52,24.08,1,6,0,-13.08,2017
802,AU Rashid (ENG),13,67,39,16.75,0,22,5/27,23.68,1,3,0,-6.93,2017
803,JC Buttler (ENG),12,215,65*,53.75,0,,,,,,,,
804,AD Hales (ENG),12,402,95,36.54,0,,,,,,,,
805,B Kumar (IND),12,54,53*,-,,,,,,,,,
806,AD Mathews (SL),12,420,70,52.50,0,2,2/24,37.50,0,2,0,15.00,2017
807,BKG Mendis (SL),12,299,89,27.18,0,,,,,,,,
808,MM Ali (ENG),11,283,102,70.75,1,5,2/50,72.80,0,3,0,-2.04,2017
809,AS Joseph (WI),11,50,27,25.00,0,15,5/56,33.73,1,3,0,-8.73,2017
810,JT Ball (ENG),10,9,7,4.50,0,9,2/31,61.22,0,3,0,-56.72,2017
811,D Bishoo (WI),10,58,16,9.66,0,5,1/31,81.80,0,1,0,-72.13,2017
812,JJ Bumrah (IND),10,1,1,1.00,0,19,5/27,19.94,1,2,0,-18.94,2017
813,R Powell (WI),10,150,31,21.42,0,1,1/38,81.00,0,2,0,-59.57,2017
814,JJ Roy (ENG),10,231,96,23.10,0,,,,,,,,
815,RG Sharma (IND),10,606,124*,75.75,3,,,,,,,,
816,JM Bairstow (ENG),9,478,141*,119.50,2,,,,,,,,
817,ML Cummins (WI),9,10,5,5.00,0,8,3/82,49.00,0,1,0,-43.99,2017
818,MD Gunathilaka (SL),9,466,116,51.77,1,1,1/9,88.00,0,1,0,-36.22,2017
819,BA Stokes (ENG),9,406,102*,81.20,2,7,3/43,40.14,0,2,0,41.05,2017
820,WU Tharanga (SL),9,353,79*,58.83,0,,,,,,,,
821,Babar Azam (PAK),8,287,125*,57.40,1,,,,,,,,
822,JL Carter (WI),8,71,19,11.83,0,0,,,,,,,
823,RL Chase (WI),8,68,33*,13.60,0,1,1/15,48.00,0,4,0,-34.39,2017
824,DAS Gunaratne (SL),8,153,59*,38.25,0,8,2/45,33.37,0,3,0,4.87,2017
825,Hasan Ali (PAK),8,0,0,0.00,0,19,5/38,15.84,1,3,0,-15.84,2017
826,Imad Wasim (PAK),8,78,43*,39.00,0,3,2/20,70.66,0,1,0,-31.66,2017
827,Mahmudullah (BAN),8,277,102*,92.33,1,0,,,,,,,
828,Mohammad Hafeez (PAK),8,349,88,58.16,0,4,2/23,50.00,0,5,0,8.16,2017
829,Mushfiqur Rahim (BAN),8,279,79,46.50,0,,,,,,,,
830,Mustafizur Rahman (BAN),8,1,1*,-,,,,,,,,,
831,KOA Powell (WI),8,109,61,18.16,0,,,,,,,,
832,Rubel Hossain (BAN),8,0,0*,0.00,0,5,2/53,68.20,0,0,0,-68.19,2017
833,Sabbir Rahman (BAN),8,160,65,20.00,0,1,1/13,24.00,0,1,0,-3.99,2017
834,Sarfaraz Ahmed (PAK),8,146,61*,73.00,0,,,,,,,,
835,Shakib Al Hasan (BAN),8,207,114,29.57,1,3,2/41,99.00,0,1,0,-69.42,2017
836,Shoaib Malik (PAK),8,217,101*,43.40,1,0,,,,,,,
837,Soumya Sarkar (BAN),8,187,87*,26.71,0,0,,,,,,,
838,Tamim Iqbal (BAN),8,492,128,70.28,1,,,,,,,,
839,MA Wood (ENG),8,3,3,1.50,0,9,4/33,35.33,0,2,0,-33.83,2017
840,Yuvraj Singh (IND),8,162,53,27.00,0,0,,,,,,,
841,NT Broom (NZ),7,289,79,41.28,0,,,,,,,,
842,TL Chatara (ZIM),7,7,7,3.50,0,7,2/33,44.28,0,0,0,-40.78,2017
843,AG Cremer (ZIM),7,13,11*,6.50,0,10,5/29,30.10,1,5,0,-23.59,2017
844,CR Ervine (ZIM),7,157,69*,26.16,0,,,,,,,,
845,PW Hasaranga (SL),7,52,22,13.00,0,9,3/15,25.22,0,4,0,-12.22,2017
846,RA Jadeja (IND),7,26,15,13.00,0,4,2/43,81.00,0,6,0,-67.99,2017
847,Kuldeep Yadav (IND),7,2,2*,-,,,,,,,,,
848,H Masakadza (ZIM),7,308,111,44.00,1,,,,,,,,
849,Mashrafe Mortaza (BAN),7,31,30*,15.50,0,7,2/18,41.14,0,1,0,-25.64,2017
850,SF Mire (ZIM),7,268,112,38.28,1,1,1/47,106.00,0,1,0,-67.71,2017
851,Mohammad Amir (PAK),7,37,28*,37.00,0,10,3/16,28.70,0,0,0,8.30,2017
852,PJ Moor (ZIM),7,42,24,10.50,0,,,,,,,,
853,Mosaddek Hossain (BAN),7,75,41,25.00,0,4,3/13,28.75,0,4,0,-3.74,2017
854,L Ronchi (NZ),7,182,65,26.00,0,,,,,,,,
855,MJ Santner (NZ),7,51,20*,17.00,0,9,5/50,29.66,1,2,0,-12.66,2017
856,Shadab Khan (PAK),7,14,14*,-,,,,,,,,,
857,Sikandar Raza (ZIM),7,199,67*,66.33,0,7,3/21,43.14,0,0,0,23.19,2017
858,LRPL Taylor (NZ),7,342,63,57.00,0,,,,,,,,
859,MN Waller (ZIM),7,208,92,41.60,0,4,2/44,24.25,0,2,0,17.35,2017
860,SC Williams (ZIM),7,205,70,29.28,0,7,2/26,41.71,0,3,0,-12.42,2017
861,UT Yadav (IND),7,0,0,0.00,0,10,3/30,25.40,0,2,0,-25.39,2017
862,HM Amla (SA),6,306,103,51.00,1,,,,,,,,
863,R Ashwin (IND),6,1,1,1.00,0,5,3/28,48.40,0,0,0,-47.39,2017
864,A Balbirnie (IRE),6,80,36,16.00,0,,,,,,,,
865,PVD Chameera (SL),6,31,19*,31.00,0,1,1/32,209.00,0,1,0,-177.99,2017
866,PKD Chase (IRE),6,22,14,7.33,0,11,3/33,31.27,0,0,0,-23.93,2017
867,A Dananjaya (SL),6,33,11*,8.25,0,14,6/54,22.64,1,0,0,-14.39,2017
868,Q de Kock (SA),6,246,98,41.00,0,,,,,,,,
869,AB de Villiers (SA),6,144,52,28.80,0,,,,,,,,
870,GH Dockrell (IRE),6,70,28,14.00,0,2,1/52,111.50,0,2,0,-97.49,2017
871,F du Plessis (SA),6,225,75,37.50,0,,,,,,,,
872,N Pradeep (SL),6,6,5,3.00,0,8,3/60,35.62,0,4,0,-32.62,2017
873,Junaid Khan (PAK),6,,,,,,,,,,,,
874,DA Miller (SA),6,176,75*,58.66,0,,,,,,,,
875,CH Morris (SA),6,92,35*,23.00,0,4,2/32,62.50,0,0,0,-39.49,2017
876,JDS Neesham (NZ),6,135,52,22.50,0,2,2/68,90.00,0,1,0,-67.49,2017
877,NJ O'Brien (IRE),6,175,109,35.00,1,,,,,,,,
878,WTS Porterfield (IRE),6,177,82,35.40,0,,,,,,,,
879,K Rabada (SA),6,50,26,16.66,0,8,4/39,33.50,0,0,0,-16.83,2017
880,AM Rahane (IND),6,341,103,56.83,1,,,,,,,,
881,PR Stirling (IRE),6,82,48,16.40,0,0,,,,,,,
882,DJ Willey (ENG),6,28,26,28.00,0,3,1/34,57.66,0,2,0,-29.66,2017
883,GC Wilson (IRE),6,80,30,16.00,0,,,,,,,,
884,CR Woakes (ENG),6,40,34,40.00,0,9,4/38,20.66,0,2,0,19.33,2017
885,CJ Anderson (NZ),5,62,24,12.40,0,5,3/55,25.20,0,2,0,-12.79,2017
886,Azhar Ali (PAK),5,228,76,45.60,0,,,,,,,,
887,JP Duminy (SA),5,109,38*,54.50,0,0,,,,,,,
888,MVT Fernando (SL),5,20,7*,10.00,0,3,1/35,75.33,0,0,0,-65.33,2017
889,ST Gabriel (WI),5,2,2*,-,,,,,,,,,
890,KA Hope (WI),5,133,46,33.25,0,,,,,,,,
891,BJ McCarthy (IRE),5,36,16*,12.00,0,7,2/59,38.57,0,1,0,-26.57,2017
892,TJ Murtagh (IRE),5,20,11,10.00,0,3,2/62,64.66,0,1,0,-54.66,2017
893,KJ O'Brien (IRE),5,33,18,8.25,0,2,1/22,75.50,0,3,0,-67.24,2017
894,MN Samuels (WI),5,61,32,15.25,0,0,,,,,,,
895,JE Taylor (WI),5,2,2,1.00,0,2,1/46,115.50,0,0,0,-114.49,2017
896,KOK Williams (WI),5,3,2*,3.00,0,3,2/50,62.66,0,0,0,-59.66,2017
897,Ahmed Shehzad (PAK),4,87,67,21.75,0,,,,,,,,
898,SW Billings (ENG),4,9,7,4.50,0,,,,,,,,
899,RP Burl (ZIM),4,47,30*,23.50,0,1,1/2,17.00,0,1,0,6.50,2017
900,YS Chahal (IND),4,,,,,,,,,,,,
901,LD Chandimal (SL),4,48,36,16.00,0,,,,,,,,
902,Fakhar Zaman (PAK),4,252,114,63.00,1,0,,,,,,,
903,CH Gayle (WI),4,173,94,43.25,0,,,,,,,,
904,Imran Tahir (SA),4,1,1,1.00,0,5,4/27,29.60,0,2,0,-28.59,2017
905,EC Joyce (IRE),4,102,46,25.50,0,,,,,,,,
906,CK Kapugedera (SL),4,55,40,13.75,0,,,,,,,,
907,TWM Latham (NZ),4,257,104,64.25,1,,,,,,,,
908,AF Milne (NZ),4,38,11,12.66,0,7,3/79,25.00,0,4,0,-12.33,2017
909,M Morkel (SA),4,0,0*,0.00,0,5,3/18,20.40,0,0,0,-20.39,2017
910,C Munro (NZ),4,61,44,20.33,0,0,,,,,,,
911,WD Parnell (SA),4,26,19,13.00,0,4,3/43,42.25,0,2,0,-29.24,2017
912,AR Patel (IND),4,6,6,6.00,0,6,3/34,25.66,0,1,0,-19.66,2017
913,KL Rahul (IND),4,28,17,9.33,0,,,,,,,,
914,PADLR Sandakan (SL),4,5,5,5.00,0,6,4/52,38.83,0,0,0,-33.83,2017
915,TAM Siriwardana (SL),4,144,58,36.00,0,1,1/39,146.00,0,0,0,-109.99,2017
916,Adnan Mufti (UAE),3,10,5*,10.00,0,,,,,,,,
917,Afsar Zazai (AFG),3,22,13,11.00,0,,,,,,,,
918,Ahmed Raza (UAE),3,26,20,13.00,0,4,3/30,22.50,0,2,0,-9.49,2017
919,Asghar Afghan (AFG),3,13,11,6.50,0,,,,,,,,
920,D Bau (PNG),3,74,46,24.66,0,,,,,,,,
921,S Bau (PNG),3,64,42,21.33,0,2,2/35,17.50,0,0,0,3.83,2017
922,TA Boult (NZ),3,0,0*,0.00,0,3,1/28,44.00,0,2,0,-43.99,2017
923,PJ Cummins (AUS),3,4,4,4.00,0,2,1/22,72.00,0,0,0,-67.99,2017
924,MD Dai (PNG),3,63,28,21.00,0,2,1/32,55.50,0,1,0,-34.49,2017
925,Dawlat Zadran (AFG),3,9,9,9.00,0,2,2/25,36.00,0,0,0,-26.99,2017
926,AJ Finch (AUS),3,95,68,31.66,0,,,,,,,,
927,Ghulam Shabber (UAE),3,132,70,44.00,0,,,,,,,,
928,Gulbadin Naib (AFG),3,92,51,92.00,0,3,2/15,15.33,0,0,0,76.66,2017
929,MJ Guptill (NZ),3,86,33,28.66,0,,,,,,,,
930,JR Hazlewood (AUS),3,1,1*,-,,,,,,,,,
931,TM Head (AUS),3,71,71*,-,,,,,,,,,
932,MC Henriques (AUS),3,35,18,17.50,0,1,1/30,61.00,0,2,0,-43.49,2017
933,Imran Haider (UAE),3,14,13,14.00,0,8,4/49,14.00,0,0,0,0.00,2017
934,Javed Ahmadi (AFG),3,90,81,45.00,0,,,,,,,,
935,Kamran Akmal (PAK),3,68,47,22.66,0,,,,,,,,
936,RAS Lakmal (SL),3,26,26,13.00,0,3,1/48,57.00,0,0,0,-43.99,2017
937,GJ Maxwell (AUS),3,20,20,20.00,0,0,,,,,,,
938,Mehidy Hasan Miraz (BAN),3,20,14,10.00,0,0,,,,,,,
939,Mohammad Nabi (AFG),3,40,27*,40.00,0,1,1/33,67.00,0,3,0,-26.99,2017
940,Mohammad Naveed (UAE),3,36,34*,18.00,0,2,1/41,59.00,0,2,0,-40.99,2017
941,Mohammed Qasim (UAE),3,47,33,15.66,0,2,1/13,35.50,0,1,0,-19.83,2017
942,VV Morea (PNG),3,120,52,40.00,0,,,,,,,,
943,CB Mpofu (ZIM),3,,,,,,,,,,,,
944,Muhammad Usman (UAE),3,99,58*,49.50,0,,,,,,,,
945,TK Musakanda (ZIM),3,115,48,38.33,0,,,,,,,,
946,A Nao (PNG),3,8,4*,-,,,,,,,,,
947,Noor Ali Zadran (AFG),3,13,8,6.50,0,,,,,,,,
948,NLTC Perera (SL),3,1,1,0.50,0,2,1/43,57.50,0,1,0,-56.99,2017
949,AL Phehlukwayo (SA),3,8,4,4.00,0,3,2/59,52.66,0,0,0,-48.66,2017
950,Rahmat Shah (AFG),3,18,17,9.00,0,,,,,,,,
951,Rameez Shahzad (UAE),3,124,87,41.33,0,,,,,,,,
952,Rashid Khan (AFG),3,7,7,7.00,0,10,7/18,4.40,1,0,0,2.60,2017
953,JB Reva (PNG),3,12,11,4.00,0,5,2/42,33.00,0,0,0,-28.99,2017
954,Rohan Mustafa (UAE),3,185,109,61.66,1,6,5/25,16.66,1,0,0,45.00,2017
955,Shaiman Anwar (UAE),3,29,15,9.66,0,,,,,,,,
956,L Siaka (PNG),3,43,27,14.33,0,0,,,,,,,
957,SPD Smith (AUS),3,86,56,86.00,0,,,,,,,,
958,IS Sodhi (NZ),3,,,,,,,,,,,,
959,TG Southee (NZ),3,12,10*,12.00,0,5,3/45,20.80,0,1,0,-8.79,2017
960,MA Starc (AUS),3,0,0,0.00,0,5,4/29,26.60,0,0,0,-26.59,2017
961,Taskin Ahmed (BAN),3,10,10*,-,,,,,,,,,
962,HDRL Thirimanne (SL),3,165,80,55.00,0,,,,,,,,
963,TP Ura (PNG),3,107,61,35.66,0,0,,,,,,,
964,A Vala (PNG),3,45,23,15.00,0,6,3/20,13.33,0,0,0,1.66,2017
965,MS Wade (AUS),3,2,2,2.00,0,,,,,,,,
966,CAK Walton (WI),3,36,19,12.00,0,,,,,,,,
967,DA Warner (AUS),3,79,40*,39.50,0,,,,,,,,
968,KS Williamson (NZ),3,244,100,81.33,1,0,,,,,,,
969,Amir Hamza (AFG),2,0,0*,-,,,,,,,,,
970,HK Bennett (NZ),2,,,,,,,,,,,,
971,RD Berrington (SCOT),2,22,15,11.00,0,1,1/29,46.00,0,2,0,-34.99,2017
972,KJ Coetzer (SCOT),2,170,109,85.00,1,,,,,,,,
973,MH Cross (SCOT),2,36,33,18.00,0,,,,,,,,
974,CD de Lange (SCOT),2,1,1,1.00,0,5,5/60,13.60,1,0,0,-12.59,2017
975,AC Evans (SCOT),2,0,0,0.00,0,0,,,,,,,
976,MJ Henry (NZ),2,5,5,5.00,0,3,3/36,28.33,0,0,0,-23.33,2017
977,Imrul Kayes (BAN),2,25,19,12.50,0,,,,,,,,
978,KD Karthik (IND),2,52,50*,52.00,0,,,,,,,,
979,SC Kuggeleijn (NZ),2,11,11*,-,,,,,,,,,
980,MA Leask (SCOT),2,70,59*,-,,,,,,,,,
981,CS MacLeod (SCOT),2,71,58,35.50,0,0,,,,,,,
982,KA Maharaj (SA),2,,,,,,,,,,,,
983,Mohammed Shami (IND),2,1,1,1.00,0,4,4/48,20.25,0,0,0,-19.24,2017
984,PL Mommsen (SCOT),2,14,10,7.00,0,,,,,,,,
985,EMDY Munaweera (SL),2,15,11,7.50,0,,,,,,,,
986,MK Pandey (IND),2,86,50*,86.00,0,,,,,,,,
987,Asif Ali (PAK),10,191,50*,31.83,0,,,,,,,,
988,Babar Azam (PAK),10,340,106*,56.66,1,,,,,,,,
989,Fakhar Zaman (PAK),10,571,210*,81.57,2,0,,,,,,,
990,Imam-ul-Haq (PAK),10,620,128,68.88,3,,,,,,,,
991,Sarfaraz Ahmed (PAK),10,87,44,21.75,0,0,,,,,,,
992,Shoaib Malik (PAK),10,251,78,50.20,0,2,1/14,74.50,0,2,0,-24.29,2018
993,MM Ali (ENG),9,135,46,19.28,0,14,4/46,30.14,0,2,0,-10.85,2018
994,JM Bairstow (ENG),9,511,139,56.77,2,,,,,,,,
995,MS Dhoni (IND),9,156,42,26.00,0,,,,,,,,
996,Kuldeep Yadav (IND),9,22,9,22.00,0,19,6/25,20.26,1,1,0,1.73,2018
997,Mahmudullah (BAN),9,266,74,38.00,0,3,1/17,37.66,0,4,0,0.33,2018
998,Mashrafe Mortaza (BAN),9,104,36,14.85,0,13,4/37,30.46,0,2,0,-15.60,2018
999,Mehidy Hasan Miraz (BAN),9,110,42,22.00,0,7,2/21,41.85,0,1,0,-19.85,2018
1000,AU Rashid (ENG),9,47,22,15.66,0,20,4/47,23.95,0,3,0,-8.28,2018
1001,JE Root (ENG),9,349,113*,58.16,2,0,,,,,,,
1002,Shadab Khan (PAK),9,24,10,8.00,0,13,4/28,22.92,0,1,0,-14.92,2018
1003,Aftab Alam (AFG),8,36,16*,-,,,,,,,,,
1004,Asghar Afghan (AFG),8,179,67,25.57,0,1,1/1,1.00,0,2,0,24.57,2018
1005,JC Buttler (ENG),8,332,110*,83.00,1,,,,,,,,
1006,YS Chahal (IND),8,12,12,12.00,0,8,3/46,41.50,0,2,0,-29.49,2018
1007,S Dhawan (IND),8,462,127,57.75,2,,,,,,,,
1008,Gulbadin Naib (AFG),8,142,64,35.50,0,8,2/29,40.37,0,1,0,-4.87,2018
1009,Hasan Ali (PAK),8,17,8,5.66,0,11,3/32,28.00,0,2,0,-22.33,2018
1010,Hashmatullah Shahidi (AFG),8,353,97*,58.83,0,,,,,,,,
1011,Mohammad Nabi (AFG),8,148,64,21.14,0,11,2/26,26.72,0,0,0,-5.58,2018
1012,EJG Morgan (ENG),8,331,88*,47.28,0,,,,,,,,
1013,Mujeeb Ur Rahman (AFG),8,16,12*,16.00,0,9,2/22,28.55,0,0,0,-12.55,2018
