,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
1340,GC Wilson (IRE),6,98,34,19.60,0,,,,,,,,
1341,Aaron Jones (USA),5,133,77,26.60,0,,,,,,,,
1342,Aqib Ilyas (OMA),5,221,63,44.20,0,6,2/32,13.33,0,3,0,30.86,2019
1343,SJ Baard (NAM),5,126,73,25.20,0,,,,,,,,
1344,S Bau (PNG),5,63,27*,15.75,0,0,,,,,,,
1345,JP Behrendorff (AUS),5,12,11*,6.00,0,9,5/44,25.22,1,1,0,-19.22,2019
1346,RD Berrington (SCOT),5,215,81,43.00,0,0,,,,,,,
1347,K Birkenstock (NAM),5,103,61,20.60,0,1,1/5,5.00,0,0,0,15.60,2019
1348,RP Burl (ZIM),5,104,53,34.66,0,5,4/32,25.20,0,2,0,9.46,2019
1349,JL Carter (WI),5,57,43*,28.50,0,1,1/19,19.00,0,0,0,9.50,2019
1350,NM Coulter-Nile (AUS),5,98,92,32.66,0,4,2/58,70.00,0,0,0,-37.33,2019
1351,S Dhawan (IND),5,163,117,40.75,1,,,,,,,,
1352,GH Dockrell (IRE),5,44,24,11.00,0,0,,,,,,,
1353,JP Duminy (SA),5,70,45,17.50,0,1,1/15,61.00,0,2,0,-43.49,2019
1354,MG Erasmus (NAM),5,126,88,25.20,0,0,,,,,,,
1355,Fayyaz Butt (OMA),5,33,32*,16.50,0,3,2/28,55.00,0,2,0,-38.49,2019
1356,JN Frylinck (NAM),5,112,60,37.33,0,10,5/13,11.60,1,2,0,25.73,2019
1357,K Gore (USA),5,78,31,15.60,0,9,4/20,18.55,0,0,0,-2.95,2019
1358,ZE Green (NAM),5,124,41,24.80,0,,,,,,,,
1359,RA Jadeja (IND),5,93,77,93.00,0,4,1/15,30.25,0,4,0,62.75,2019
1360,Jatinder Singh (OMA),5,68,23,13.60,0,,,,,,,,
1361,Khawar Ali (OMA),5,128,79*,32.00,0,10,4/23,18.80,0,1,0,13.20,2019
1362,JP Kotze (NAM),5,244,136,48.80,1,,,,,,,,
1363,AR McBrine (IRE),5,8,4,2.66,0,3,2/43,43.33,0,2,0,-40.66,2019
1364,JS Malhotra (USA),5,52,18,10.40,0,,,,,,,,
1365,XM Marshall (USA),5,52,17,10.40,0,,,,,,,,
1366,H Masakadza (ZIM),5,54,23,10.80,0,0,,,,,,,
1367,Mohammad Shahzad (AFG),5,165,101,33.00,1,,,,,,,,
1368,SN Netravalkar (USA),5,24,11,12.00,0,3,1/10,34.00,0,3,0,-21.99,2019
1369,MD Patel (USA),5,170,66,42.50,0,,,,,,,,
1370,TK Patel (USA),5,55,50*,27.50,0,6,2/25,19.00,0,2,0,8.50,2019
1371,Rubel Hossain (BAN),5,17,9,8.50,0,4,1/41,70.25,0,3,0,-61.74,2019
1372,Sandeep Goud (OMA),5,99,67*,33.00,0,,,,,,,,
1373,BM Scholtz (NAM),5,7,6,7.00,0,8,4/27,16.37,0,0,0,-9.37,2019
1374,Shoaib Malik (PAK),5,53,41,10.60,0,2,1/4,40.00,0,2,0,-29.39,2019
1375,JJ Smit (NAM),5,81,33,20.25,0,5,3/21,24.00,0,4,0,-3.74,2019
1376,TB Sole (SCOT),5,22,8,5.50,0,4,1/22,50.00,0,4,0,-44.49,2019
1377,Suraj Kumar (OMA),5,87,35*,29.00,0,,,,,,,,
1378,BRM Taylor (ZIM),5,137,71,27.40,0,,,,,,,,
1379,SR Taylor (USA),5,93,43,18.60,0,6,4/23,21.33,0,2,0,-2.73,2019
1380,LJ Tucker (IRE),5,94,56,23.50,0,,,,,,,,
1381,CG Williams (NAM),5,109,36*,27.25,0,1,1/37,91.00,0,3,0,-63.74,2019
1382,Zeeshan Maqsood (OMA),5,38,21,9.50,0,7,3/35,21.00,0,4,0,-11.49,2019
1383,Ashfaq Ahmed (UAE),4,19,8,4.75,0,0,,,,,,,
1384,Bilal Khan (OMA),4,1,1*,1.00,0,4,2/32,37.75,0,0,0,-36.74,2019
1385,RW Chakabva (ZIM),4,145,78*,48.33,0,,,,,,,,
1386,TK Curran (ENG),4,107,47*,107.00,0,9,4/75,24.88,0,0,0,82.11,2019
1387,JM Bairstow (ENG),6,284,112,47.33,1,,,,,,,,
1388,SW Billings (ENG),6,315,118,78.75,1,,,,,,,,
1389,EJG Morgan (ENG),6,230,106,46.00,1,,,,,,,,
1390,AU Rashid (ENG),6,54,35*,27.00,0,9,3/34,34.55,0,1,0,-7.55,2020
1391,JJ Roy (ENG),6,49,24,8.16,0,,,,,,,,
1392,MM Ali (ENG),4,7,6,2.33,0,0,,,,,,,
1393,TK Curran (ENG),4,94,38*,47.00,0,1,1/37,172.00,0,1,0,-124.99,2020
1394,JC Archer (ENG),3,14,8*,-,,,,,,,,,
1395,A Balbirnie (IRE),3,131,113,43.66,1,,,,,,,,
1396,T Banton (ENG),3,84,58,28.00,0,,,,,,,,
1397,JC Buttler (ENG),3,12,8,4.00,0,,,,,,,,
1398,C Campher (IRE),3,127,68,127.00,0,5,2/50,28.80,0,1,0,98.20,2020
1399,AT Carey (AUS),3,152,106,50.66,1,,,,,,,,
1400,PJ Cummins (AUS),3,24,11,12.00,0,3,1/53,61.00,0,0,0,-48.99,2020
1401,GJ Delany (IRE),3,34,22,11.33,0,1,1/29,41.00,0,1,0,-29.66,2020
1402,AJ Finch (AUS),3,101,73,33.66,0,,,,,,,,
1403,JR Hazlewood (AUS),3,7,7*,-,,,,,,,,,
1404,M Labuschagne (AUS),3,89,48,29.66,0,,,,,,,,
1405,AR McBrine (IRE),3,64,40,32.00,0,1,1/47,141.00,0,0,0,-108.99,2020
1406,S Mahmood (ENG),3,12,12,12.00,0,4,2/36,34.75,0,1,0,-22.74,2020
1407,MR Marsh (AUS),3,76,73,25.33,0,2,1/29,51.50,0,1,0,-26.16,2020
1408,GJ Maxwell (AUS),3,186,108,62.00,1,0,,,,,,,
1409,KJ O'Brien (IRE),3,46,22,23.00,0,,,,,,,,
1410,JE Root (ENG),3,40,39,13.33,0,2,2/46,23.00,0,0,0,-9.66,2020
1411,MA Starc (AUS),3,30,19*,30.00,0,5,3/74,31.80,0,1,0,-1.79,2020
1412,PR Stirling (IRE),3,156,142,52.00,1,0,,,,,,,
1413,MP Stoinis (AUS),3,56,43,18.66,0,0,,,,,,,
1414,HT Tector (IRE),3,57,29*,28.50,0,,,,,,,,
1415,LJ Tucker (IRE),3,21,21,10.50,0,,,,,,,,
1416,JM Vince (ENG),3,57,25,19.00,0,1,1/18,38.00,0,1,0,-18.99,2020
1417,DA Warner (AUS),3,36,24,12.00,0,,,,,,,,
1418,DJ Willey (ENG),3,98,51,98.00,0,8,5/30,18.50,1,1,0,79.50,2020
1419,CR Woakes (ENG),3,89,53*,44.50,0,6,3/32,22.83,0,1,0,21.66,2020
1420,CA Young (IRE),3,13,11,13.00,0,6,3/53,29.50,0,0,0,-16.49,2020
1421,A Zampa (AUS),3,7,5,3.50,0,10,4/55,14.20,0,0,0,-10.69,2020
1422,JB Little (IRE),2,,,,,,,,,,,,
1423,Simi Singh (IRE),2,25,25,12.50,0,0,,,,,,,
1424,MA Wood (ENG),2,,,,,,,,,,,,
1425,MR Adair (IRE),1,,,,,,,,,,,,
1426,SM Curran (ENG),1,1,1,1.00,0,3,3/35,11.66,0,0,0,-10.66,2020
1427,BJ McCarthy (IRE),1,3,3,3.00,0,0,,,,,,,
1428,RJW Topley (ENG),1,,,,,,,,,,,,
1429,PVD Chameera (SL),12,101,29,12.62,0,18,5/16,26.66,1,2,0,-14.04,2021
1430,DM de Silva (SL),11,304,91,30.40,0,6,3/45,39.00,0,7,0,-8.59,2021
1431,PW Hasaranga (SL),11,226,74,20.54,0,11,3/37,39.00,0,3,0,-18.45,2021
1432,MD Shanaka (SL),11,225,48*,22.50,0,2,1/10,58.00,0,2,0,-35.49,2021
1433,C Karunaratne (SL),10,200,44*,40.00,0,6,2/24,36.00,0,2,0,4.00,2021
1434,A Balbirnie (IRE),9,340,102,42.50,1,,,,,,,,
1435,GH Dockrell (IRE),9,151,45,25.16,0,2,1/23,57.50,0,2,0,-32.33,2021
1436,JB Little (IRE),9,16,9*,5.33,0,16,4/39,19.68,0,0,0,-14.35,2021
1437,AR McBrine (IRE),9,67,30,11.16,0,9,3/26,26.22,0,2,0,-15.05,2021
1438,AL Phehlukwayo (SA),9,120,54,15.00,0,11,3/56,36.63,0,2,0,-21.63,2021
1439,Simi Singh (IRE),9,170,100*,56.66,1,9,3/29,27.44,0,0,0,29.22,2021
1440,PR Stirling (IRE),9,285,69,31.66,0,,,,,,,,
1441,HT Tector (IRE),9,339,79,48.42,0,,,,,,,,
1442,LJ Tucker (IRE),9,61,32,12.20,0,,,,,,,,
1443,KIC Asalanka (SL),8,326,77,40.75,0,1,1/3,29.00,0,0,0,11.75,2021
1444,Ayaan Khan (OMA),8,149,44,21.28,0,10,4/36,14.90,0,2,0,6.38,2021
1445,Bilal Khan (OMA),8,10,9,10.00,0,11,4/47,23.27,0,0,0,-13.27,2021
1446,K Doriga (PNG),8,46,15,5.75,0,,,,,,,,
1447,WIA Fernando (SL),8,311,118,38.87,1,,,,,,,,
1448,Jatinder Singh (OMA),8,252,107,36.00,1,,,,,,,,
1449,Kaleemullah (OMA),8,66,20,66.00,0,6,1/16,34.83,0,1,0,31.16,2021
1450,AK Markram (SA),8,200,96,28.57,0,4,2/48,34.50,0,5,0,-5.92,2021
1451,Naseem Khushi (OMA),8,117,35*,29.25,0,,,,,,,,
1452,Sandeep Goud (OMA),8,124,54*,31.00,0,0,,,,,,,
1453,T Shamsi (SA),8,9,9*,-,,,,,,,,,
1454,L Siaka (PNG),8,148,30,18.50,0,0,,,,,,,
1455,A Vala (PNG),8,213,62,26.62,0,4,2/30,39.25,0,3,0,-12.62,2021
1456,HE van der Dussen (SA),8,342,123*,57.00,1,,,,,,,,
1457,CA Young (IRE),8,17,8,8.50,0,10,4/18,23.30,0,2,0,-14.79,2021
1458,Zeeshan Maqsood (OMA),8,188,53,31.33,0,10,4/28,26.40,0,4,0,4.93,2021
1459,S Bau (PNG),7,76,31,10.85,0,1,1/16,66.00,0,2,0,-55.14,2021
1460,T Bavuma (SA),7,164,92,41.00,0,,,,,,,,
1461,H Klaasen (SA),7,120,43,17.14,0,0,,,,,,,
1462,KA Maharaj (SA),7,51,19,17.00,0,12,3/38,23.66,0,0,0,-6.66,2021
1463,JN Malan (SA),7,493,177*,98.60,2,,,,,,,,
1464,K Rabada (SA),7,51,16,25.50,0,9,2/16,35.88,0,4,0,-10.38,2021
1465,D Ravu (PNG),7,61,32,12.20,0,5,2/35,52.40,0,0,0,-40.19,2021
1466,CA Soper (PNG),7,129,46*,32.25,0,13,3/45,17.69,0,2,0,14.55,2021
1467,TP Ura (PNG),7,60,19,8.57,0,,,,,,,,
1468,NP Kenjige (USA),6,25,13,8.33,0,10,3/22,17.90,0,6,0,-9.56,2021
1469,Aasif Sheikh (NEP),6,189,90,31.50,0,,,,,,,,
1470,MR Adair (IRE),6,40,16*,20.00,0,3,2/43,63.33,0,2,0,-43.33,2021
1471,Afif Hossain (BAN),6,139,45,34.75,0,0,,,,,,,
1472,CJA Amini (PNG),6,87,23,14.50,0,4,1/26,50.25,0,3,0,-35.74,2021
1473,Babar Azam (PAK),6,405,158,67.50,2,,,,,,,,
1474,RD Berrington (SCOT),6,184,97,36.80,0,1,1/23,49.00,0,1,0,-12.19,2021
1475,K Bhurtel (NEP),6,144,84,24.00,0,0,,,,,,,
1476,DE Budge (SCOT),6,102,40*,51.00,0,0,,,,,,,
1477,RW Chakabva (ZIM),6,171,84,34.20,0,,,,,,,,
1478,KJ Coetzer (SCOT),6,195,81,32.50,0,,,,,,,,
1479,MH Cross (SCOT),6,123,70,20.50,0,,,,,,,,
1480,Faheem Ashraf (PAK),6,33,11,6.60,0,2,1/25,114.50,0,3,0,-107.89,2021
1481,Fakhar Zaman (PAK),6,365,193,60.83,2,,,,,,,,
1482,K Gore (USA),6,80,44,16.00,0,3,1/14,45.33,0,4,0,-29.33,2021
1483,Haris Rauf (PAK),6,2,1*,2.00,0,13,4/65,24.46,0,2,0,-22.46,2021
1484,Imam-ul-Haq (PAK),6,189,70,31.50,0,,,,,,,,
1485,LM Jongwe (ZIM),6,40,18,10.00,0,8,3/51,35.00,0,0,0,-24.99,2021
1486,J Kila (PNG),6,92,36,15.33,0,0,,,,,,,
1487,S Lamichhane (NEP),6,27,16,9.00,0,18,6/11,7.38,1,0,0,1.61,2021
1488,CS MacLeod (SCOT),6,115,45,19.16,0,1,1/4,9.00,0,2,0,10.16,2021
1489,W Madhevere (ZIM),6,103,56,20.60,0,4,2/45,40.75,0,2,0,-20.14,2021
1490,Mahmudullah (BAN),6,207,54,34.50,0,2,2/45,23.00,0,4,0,11.50,2021
1491,JS Malhotra (USA),6,261,173*,87.00,1,0,,,,,,,
1492,G Malla (NEP),6,196,55,39.20,0,,,,,,,,
1493,Mohammad Nadeem (OMA),6,109,38*,27.25,0,3,2/34,42.00,0,0,0,-14.74,2021
1494,Mohammad Rizwan (PAK),6,134,74,22.33,0,,,,,,,,
1495,HG Munsey (SCOT),6,230,79*,76.66,0,,,,,,,,
1496,B Muzarabani (ZIM),6,2,2,0.50,0,9,4/29,24.22,0,2,0,-23.72,2021
1497,SN Netravalkar (USA),6,13,6*,6.50,0,12,4/29,16.16,0,1,0,-9.66,2021
1498,P Nissanka (SL),6,44,20,7.33,0,,,,,,,,
1499,MD Patel (USA),6,238,100,59.50,1,,,,,,,,
1500,NK Patel (USA),6,70,21,17.50,0,8,4/30,21.37,0,2,0,-3.87,2021
1501,RK Paudel (NEP),6,217,86,43.40,0,,,,,,,,
1502,MDKJ Perera (SL),6,246,120,41.00,1,,,,,,,,
1503,WTS Porterfield (IRE),6,226,75,37.66,0,,,,,,,,
1504,Shaheen Shah Afridi (PAK),6,35,18*,11.66,0,8,3/58,41.37,0,1,0,-29.70,2021
1505,Shakib Al Hasan (BAN),6,164,96*,32.80,0,11,5/30,22.54,1,2,0,10.25,2021
1506,Sompal Kami (NEP),6,42,22*,14.00,0,2,1/21,92.50,0,1,0,-78.49,2021
1507,Suraj Kumar (OMA),6,129,62*,25.80,0,,,,,,,,
1508,Tamim Iqbal (BAN),6,214,112,35.66,1,,,,,,,,
1509,Taskin Ahmed (BAN),6,1,1,0.50,0,7,4/46,34.71,0,1,0,-34.21,2021
1510,BRM Taylor (ZIM),6,154,49,30.80,0,,,,,,,,
1511,SR Taylor (USA),6,216,92,36.00,0,3,1/11,34.33,0,0,0,1.66,2021
1512,G Toka (PNG),6,78,22,13.00,0,3,3/18,33.33,0,1,0,-20.33,2021
1513,N Vanua (PNG),6,123,57,20.50,0,3,2/49,70.00,0,2,0,-49.49,2021
1514,MRJ Watt (SCOT),6,28,15,28.00,0,3,2/28,49.66,0,1,0,-21.66,2021
1515,B Bhandari (NEP),5,70,37,17.50,0,,,,,,,,
1516,M Bhanuka (SL),5,104,36,20.80,0,,,,,,,,
1517,S Bhari (NEP),5,4,2*,-,,,,,,,,,
1518,BN Cooper (NED),5,16,10,4.00,0,,,,,,,,
1519,SA Edwards (NED),5,84,56,16.80,0,,,,,,,,
1520,AC Evans (SCOT),5,,,,,,,,,,,,
1521,Hamza Tahir (SCOT),5,,,,,,,,,,,,
1522,EH Hutchinson (USA),5,67,49*,33.50,0,3,1/12,35.33,0,2,0,-1.83,2021
1523,P Jayawickrama (SL),5,7,4,7.00,0,5,3/59,35.40,0,0,0,-28.39,2021
1524,Karan KC (NEP),5,76,42,25.33,0,8,4/25,20.87,0,1,0,4.45,2021
1525,Khawar Ali (OMA),5,14,12,14.00,0,9,5/15,16.11,1,4,0,-2.11,2021
1526,Kushal Malla (NEP),5,7,4,1.40,0,5,2/19,22.80,0,2,0,-21.39,2021
1527,Litton Das (BAN),5,180,102,36.00,1,,,,,,,,
1528,Mehidy Hasan Miraz (BAN),5,32,26,8.00,0,8,4/30,19.37,0,5,0,-11.37,2021
1529,SJ Modani (USA),5,69,24,13.80,0,0,,,,,,,
1530,Mohammad Saifuddin (BAN),5,60,28*,60.00,0,7,3/87,30.42,0,1,0,29.57,2021
1531,Mosaddek Hossain (BAN),5,71,51,17.75,0,0,,,,,,,
1532,SJ Myburgh (NED),5,152,74,30.40,0,,,,,,,,
1533,R Ngarava (ZIM),5,10,7*,5.00,0,7,3/52,30.00,0,2,0,-24.99,2021
1534,A Nortje (SA),5,10,10,10.00,0,8,4/51,35.50,0,0,0,-25.49,2021
1535,MP O'Dowd (NED),5,185,82,37.00,0,0,,,,,,,
1536,N Pokana (PNG),5,5,2*,1.66,0,4,2/48,40.00,0,1,0,-38.33,2021
1537,PBB Rajapaksa (SL),5,89,65,17.80,0,,,,,,,,
1538,PM Seelaar (NED),5,36,21,7.20,0,4,3/27,35.50,0,3,0,-28.29,2021
1539,Shadab Khan (PAK),5,97,33,19.40,0,3,2/61,79.33,0,3,0,-59.93,2021
1540,Sikandar Raza (ZIM),5,155,59*,51.66,0,1,1/33,113.00,0,2,0,-61.33,2021
1541,LV van Beek (NED),5,89,29,29.66,0,7,3/29,23.42,0,3,0,6.23,2021
1542,K Verreynne (SA),5,87,62,29.00,0,,,,,,,,
1543,Aqib Ilyas (OMA),4,123,56,41.00,0,3,2/34,41.33,0,1,0,-0.33,2021
1544,Bikram Sob (NEP),4,3,2,1.50,0,5,2/20,19.00,0,0,0,-17.49,2021
1545,BFW de Leede (NED),4,62,23,15.50,0,0,,,,,,,
1546,B Fernando (SL),4,26,17,8.66,0,2,1/33,68.00,0,1,0,-59.33,2021
1547,Hasan Ali (PAK),4,73,32*,24.33,0,7,5/51,32.71,1,0,0,-8.38,2021
1548,MA Leask (SCOT),4,51,51*,51.00,0,5,3/19,12.00,0,0,0,39.00,2021
1549,GT Main (SCOT),4,13,13*,-,,,,,,,,,
1550,DA Miller (SA),4,124,50*,62.00,0,,,,,,,,
1551,Mohammad Mithun (BAN),4,51,30,12.75,0,,,,,,,,
1552,KV Morea (PNG),4,11,9*,11.00,0,11,5/28,13.09,1,1,0,-2.09,2021
1553,Mustafizur Rahman (BAN),4,0,0*,-,,,,,,,,,
1554,D Myers (ZIM),4,93,34,23.25,0,,,,,,,,
1555,KH Prajapati (OMA),4,43,22,14.33,0,,,,,,,,
1556,PADLR Sandakan (SL),4,12,8*,6.00,0,6,3/54,38.83,0,0,0,-32.83,2021
1557,SM Sharif (SCOT),4,14,14,14.00,0,4,2/56,42.75,0,1,0,-28.74,2021
1558,Shoriful Islam (BAN),4,8,8,4.00,0,7,4/46,22.85,0,0,0,-18.85,2021
1559,MM Ali (ENG),3,28,28,28.00,0,1,1/5,5.00,0,2,0,23.00,2021
1560,JM Bairstow (ENG),3,72,43,36.00,0,,,,,,,,
1561,SW Billings (ENG),3,3,3,3.00,0,,,,,,,,
1562,DM Bravo (WI),3,20,18,6.66,0,,,,,,,,
1563,RP Burl (ZIM),3,70,59,23.33,0,0,,,,,,,
1564,AT Carey (AUS),3,112,67,37.33,0,,,,,,,,
1565,BA Carse (ENG),3,43,31,43.00,0,6,5/61,22.66,1,0,0,20.33,2021
1566,TL Chatara (ZIM),3,7,4*,7.00,0,1,1/49,157.00,0,1,0,-149.99,2021
1567,SS Cottrell (WI),3,4,4*,4.00,0,3,2/29,36.00,0,0,0,-31.99,2021
1568,Z Crawley (ENG),3,97,58*,48.50,0,,,,,,,,
1569,SM Curran (ENG),3,9,9*,-,,,,,,,,,
1570,A Dananjaya (SL),3,8,5*,4.00,0,5,3/44,31.00,0,0,0,-26.99,2021
1571,Q de Kock (SA),3,220,120,73.33,1,,,,,,,,
1572,N Dhamba (OMA),3,0,0,0.00,0,4,2/20,11.25,0,2,0,-11.24,2021
1573,S Dhawan (IND),3,128,86*,64.00,0,,,,,,,,
1574,CR Ervine (ZIM),3,121,64,60.50,0,,,,,,,,
1575,L Gregory (ENG),3,117,77,58.50,0,4,3/44,24.25,0,0,0,34.25,2021
1576,MD Gunathilaka (SL),3,84,39,28.00,0,1,1/5,5.00,0,1,0,23.00,2021
1577,MC Henriques (AUS),3,12,7,4.00,0,,,,,,,,
1578,H Hiri (PNG),3,19,9,6.33,0,,,,,,,,
1579,JO Holder (WI),3,57,52,19.00,0,1,1/41,107.00,0,2,0,-87.99,2021
1580,AJ Hosein (WI),3,3,3,1.50,0,6,3/30,18.16,0,1,0,-16.66,2021
1581,AS Joseph (WI),3,37,17,18.50,0,6,3/39,15.50,0,1,0,3.00,2021
1582,VJ Kingma (NED),3,9,9*,-,,,,,,,,,
1583,FJ Klaassen (NED),3,4,4,2.00,0,4,3/23,16.50,0,1,0,-14.49,2021
1584,SP Krishnamurthi (USA),3,13,13,4.33,0,0,,,,,,,
1585,E Lewis (WI),3,56,55*,28.00,0,,,,,,,,
1586,S Mahmood (ENG),3,8,8,8.00,0,9,4/42,13.66,0,0,0,-5.66,2021
1587,DJ Malan (ENG),3,68,68*,34.00,0,,,,,,,,
1588,MR Marsh (AUS),3,57,29,19.00,0,1,1/7,26.00,0,2,0,-6.99,2021
1589,T Marumani (ZIM),3,21,13,7.00,0,,,,,,,,
1590,WP Masakadza (ZIM),3,7,7*,-,,,,,,,,,
1591,BJ McCarthy (IRE),3,6,6,3.00,0,2,1/33,59.50,0,0,0,-56.49,2021
1592,BKG Mendis (SL),3,61,24,20.33,0,,,,,,,,
1593,RTM Mendis (SL),3,24,15*,24.00,0,2,2/40,24.00,0,1,0,0.00,2021
1594,EJG Morgan (ENG),3,81,75*,81.00,0,,,,,,,,
1595,Mushfiqur Rahim (BAN),3,237,125,79.00,1,,,,,,,,
1596,L Ngidi (SA),3,,,,,,,,,,,,
1597,C Overton (ENG),3,18,18*,18.00,0,4,2/23,31.50,0,2,0,-13.49,2021
1598,MK Pandey (IND),3,74,37,24.66,0,,,,,,,,
1599,HH Pandya (IND),3,19,19,9.50,0,2,1/34,48.50,0,1,0,-38.99,2021
1600,MW Parkinson (ENG),3,7,7*,-,,,,,,,,,
1601,JR Philippe (AUS),3,65,39,21.66,0,,,,,,,,
1602,KA Pollard (WI),3,69,56,23.00,0,0,,,,,,,
1603,N Pooran (WI),3,62,59*,31.00,0,0,,,,,,,
1604,AU Rashid (ENG),3,,,,,,,,,,,,
1605,JE Root (ENG),3,147,79*,-,,,,,,,,,
1606,PD Salt (ENG),3,104,60,34.66,0,,,,,,,,
1607,Saqib Zulfiqar (NED),3,37,23,12.33,0,0,,,,,,,
1608,Saud Shakeel (PAK),3,64,56,32.00,0,1,1/14,37.00,0,0,0,-4.99,2021
1609,PP Shaw (IND),3,105,49,35.00,0,,,,,,,,
1610,JA Simpson (ENG),3,20,17,10.00,0,,,,,,,,
1611,Sohaib Maqsood (PAK),3,46,19,15.33,0,,,,,,,,
1612,MA Starc (AUS),3,27,19,13.50,0,11,5/48,10.63,1,1,0,2.86,2021
1613,BA Stokes (ENG),3,54,32,27.00,0,0,,,,,,,
1614,AJ Turner (AUS),3,50,49,25.00,0,2,1/23,30.00,0,2,0,-4.99,2021
1615,I Udana (SL),3,47,21,23.50,0,2,2/49,70.00,0,1,0,-46.49,2021
1616,T van der Gugten (NED),3,50,49,25.00,0,3,2/22,23.33,0,0,0,1.66,2021
1617,JM Vince (ENG),3,158,102,79.00,1,,,,,,,,
1618,MS Wade (AUS),3,90,51*,45.00,0,,,,,,,,
1619,HR Walsh (WI),3,27,20,13.50,0,7,5/39,16.00,1,0,0,-2.49,2021
1620,DJ Willey (ENG),3,,,,,,,,,,,,
1621,SC Williams (ZIM),3,37,33,18.50,0,3,2/42,23.66,0,1,0,-5.16,2021
1622,SA Yadav (IND),3,124,53,62.00,0,,,,,,,,
1623,A Zampa (AUS),3,48,36,48.00,0,5,2/29,22.20,0,1,0,25.80,2021
1624,Aarif Sheikh (NEP),2,9,9,9.00,0,0,,,,,,,
1625,WA Agar (AUS),2,50,41,25.00,0,0,,,,,,,
1626,Asif Ali (PAK),2,21,19,10.50,0,,,,,,,,
1627,KNA Bandara (SL),2,18,15,9.00,0,,,,,,,,
1628,C Campher (IRE),2,54,54,54.00,0,,,,,,,,
1629,KJ Coetzer (SCOT),17,447,108*,29.80,1,1,1/17,50.00,0,5,0,-20.19,2022
1630,MH Cross (SCOT),17,410,85,25.62,0,,,,,,,,
1631,MA Leask (SCOT),16,356,85,27.38,0,17,3/35,26.35,0,3,0,1.03,2022
1632,CS MacLeod (SCOT),16,736,133*,49.06,2,1,1/8,133.00,0,21,0,-83.93,2022
1633,SM Sharif (SCOT),16,192,40*,27.42,0,15,5/35,41.93,1,6,0,-14.50,2022
1634,Aaron Jones (USA),15,650,123*,46.42,1,0,,,,,,,
1635,SSJ Brooks (WI),15,501,101*,35.78,1,,,,,,,,
1636,Hamza Tahir (SCOT),15,25,13,6.25,0,22,4/26,23.27,0,3,0,-17.02,2022
1637,SD Hope (WI),15,570,127,40.71,3,,,,,,,,
1638,AJ Hosein (WI),15,145,60,16.11,0,22,4/39,31.50,0,9,0,-15.38,2022
1639,SN Netravalkar (USA),15,16,6,3.20,0,28,5/45,24.14,1,5,0,-20.94,2022
1640,MD Patel (USA),15,616,130,41.06,1,,,,,,,,
1641,N Pooran (WI),15,434,91,28.93,0,6,4/48,28.00,0,9,0,0.93,2022
1642,G Singh (USA),15,399,60*,36.27,0,1,1/5,5.00,0,7,0,31.27,2022
1643,SR Taylor (USA),15,431,114,28.73,1,17,3/34,25.47,0,10,0,3.26,2022
1644,NP Kenjige (USA),14,139,34*,17.37,0,11,2/15,42.27,0,2,0,-24.89,2022
1645,KR Mayers (WI),14,435,120,33.46,2,5,2/48,58.00,0,6,0,-24.53,2022
1646,RD Berrington (SCOT),13,449,114*,44.90,2,1,1/3,59.00,0,2,0,-14.09,2022
1647,BA King (WI),13,289,91*,26.27,0,,,,,,,,
1648,NK Patel (USA),13,177,37,19.66,0,9,2/26,54.66,0,1,0,-34.99,2022
1649,MRJ Watt (SCOT),13,143,37*,20.42,0,21,5/33,21.47,1,4,0,-1.04,2022
1650,HG Munsey (SCOT),12,447,79*,49.66,0,,,,,,,,
1651,Sikandar Raza (ZIM),12,570,135*,57.00,3,7,3/56,56.71,0,5,0,0.28,2022
1652,AT Carey (AUS),11,328,85,41.00,0,,,,,,,,
1653,RW Chakabva (ZIM),11,251,102,25.10,1,,,,,,,,
1654,AJ Finch (AUS),11,151,62,13.72,0,,,,,,,,
1655,CN Greaves (SCOT),11,179,53*,25.57,0,5,2/29,32.80,0,6,0,-7.22,2022
1656,JR Hazlewood (AUS),11,27,23*,27.00,0,12,3/30,31.58,0,3,0,-4.58,2022
1657,AS Joseph (WI),11,83,49,27.66,0,17,3/36,25.70,0,0,0,1.96,2022
1658,I Kaia (ZIM),11,290,110,26.36,1,0,,,,,,,
1659,W Madhevere (ZIM),11,134,72,12.18,0,2,2/40,72.50,0,2,0,-60.31,2022
1660,GJ Maxwell (AUS),11,252,80*,31.50,0,9,4/52,36.00,0,7,0,-4.49,2022
1661,SJ Modani (USA),11,429,111,39.00,1,0,,,,,,,
1662,CAH Stevenson (USA),11,79,28*,11.28,0,11,2/23,36.90,0,1,0,-25.62,2022
1663,RP Burl (ZIM),10,166,51*,23.71,0,9,5/10,17.55,1,3,0,6.15,2022
1664,DA Warner (AUS),10,344,99,34.40,0,,,,,,,,
1665,MM Ali (ENG),9,146,47,29.20,0,7,3/57,38.57,0,0,0,-9.37,2022
1666,MG Bracewell (NZ),9,260,127*,65.00,1,5,3/43,59.20,0,5,0,5.80,2022
1667,JC Buttler (ENG),9,373,162*,74.60,1,,,,,,,,
1668,KU Carty (WI),9,145,43*,24.16,0,0,,,,,,,
1669,BFW de Leede (NED),9,270,89,30.00,0,8,3/50,43.25,0,3,0,-13.24,2022
