,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
668,LD Chandimal (SL),2,229,119*,76.33,1,,,,,,,,
669,A Dananjaya (SL),2,68,43*,34.00,0,9,5/52,25.88,1,0,0,8.11,2018
670,Q de Kock (SA),2,53,32,13.25,0,,,,,,,,
671,F du Plessis (SA),2,105,49,26.25,0,,,,,,,,
672,D Elgar (SA),2,49,37,12.25,0,0,,,,,,,
673,Hasan Ali (PAK),2,33,24,11.00,0,6,4/51,31.83,0,0,0,-20.83,2018
674,RA Jadeja (IND),2,119,86*,59.50,0,13,4/17,22.53,0,1,0,36.96,2018
675,Kamrul Islam Rabbi (BAN),2,7,7,2.33,0,1,1/69,106.00,0,0,0,-103.66,2018
676,FDM Karunaratne (SL),2,356,158*,118.66,1,,,,,,,,
677,Litton Das (BAN),2,72,33,18.00,0,,,,,,,,
678,KA Maharaj (SA),2,14,9,3.50,0,16,9/129,24.37,1,0,0,-20.87,2018
679,Mahmudullah (BAN),2,19,15,4.75,0,1,1/18,38.00,0,0,0,-33.24,2018
680,AK Markram (SA),2,40,19,10.00,0,0,,,,,,,
681,Mehidy Hasan Miraz (BAN),2,16,10,4.00,0,10,5/93,23.90,1,2,0,-19.89,2018
682,Mominul Haque (BAN),2,16,15,4.00,0,0,,,,,,,
683,Mushfiqur Rahim (BAN),2,63,31,15.75,0,,,,,,,,
684,Nurul Hasan (BAN),2,68,64,17.00,0,,,,,,,,
685,OJ Pope (ENG),2,54,28,18.00,0,,,,,,,,
686,K Rabada (SA),2,21,18,5.25,0,8,4/50,23.87,0,4,0,-18.62,2018
687,CAK Rajitha (SL),2,4,4,1.33,0,11,3/20,14.54,0,0,0,-13.21,2018
688,Shakib Al Hasan (BAN),2,98,54,24.50,0,8,6/33,20.50,1,1,0,4.00,2018
689,DW Steyn (SA),2,16,8,4.00,0,2,1/35,89.50,0,0,0,-85.49,2018
690,Tamim Iqbal (BAN),2,64,47,16.00,0,,,,,,,,
691,ML Udawatte (SL),2,23,19,5.75,0,,,,,,,,
692,UT Yadav (IND),2,27,26*,-,,,,,,,,,
693,Afsar Zazai (AFG),1,7,6,3.50,0,,,,,,,,
694,Asghar Afghan (AFG),1,36,25,18.00,0,0,,,,,,,
695,A Balbirnie (IRE),1,0,0,0.00,0,,,,,,,,
696,TB de Bruyn (SA),1,104,101,52.00,1,0,,,,,,,
697,PLS Gamage (SL),1,3,3,3.00,0,0,,,,,,,
698,Hashmatullah Shahidi (AFG),1,47,36*,47.00,0,,,,,,,,
699,SO Hetmyer (WI),1,104,86,52.00,0,,,,,,,,
700,Javed Ahmadi (AFG),1,4,3,2.00,0,,,,,,,,
701,EC Joyce (IRE),1,47,43,23.50,0,,,,,,,,
702,TE Kane (IRE),1,14,14,7.00,0,0,,,,,,,
703,Kuldeep Yadav (IND),1,0,0,0.00,0,0,,,,,,,
704,Mohammad Nabi (AFG),1,24,24,12.00,0,1,1/65,65.00,0,2,0,-52.99,2018
705,Mohammad Shahzad (AFG),1,27,14,13.50,0,,,,,,,,
706,Mujeeb Ur Rahman (AFG),1,18,15,9.00,0,1,1/75,75.00,0,0,0,-65.99,2018
707,TJ Murtagh (IRE),1,10,5*,10.00,0,6,4/45,16.66,0,0,0,-6.66,2018
708,L Ngidi (SA),1,4,4*,-,,,,,,,,,
709,KJ O'Brien (IRE),1,158,118,79.00,1,0,,,,,,,
710,NJ O'Brien (IRE),1,18,18,9.00,0,,,,,,,,
711,KMA Paul (WI),1,13,13,6.50,0,3,2/25,19.66,0,0,0,-13.16,2018
712,VD Philander (SA),1,40,22*,40.00,0,1,1/28,38.00,0,0,0,2.00,2018
713,WTS Porterfield (IRE),1,33,32,16.50,0,,,,,,,,
714,Rahat Ali (PAK),1,0,0*,-,,,,,,,,,
715,Rahmat Shah (AFG),1,18,14,9.00,0,,,,,,,,
716,WB Rankin (IRE),1,23,17,11.50,0,3,2/75,44.00,0,0,0,-32.49,2018
717,Rashid Khan (AFG),1,19,12,9.50,0,2,2/154,77.00,0,0,0,-67.49,2018
718,Rubel Hossain (BAN),1,22,16,22.00,0,0,,,,,,,
719,PADLR Sandakan (SL),1,31,25,15.50,0,2,1/1,9.50,0,1,0,6.00,2018
720,T Shamsi (SA),1,2,2,2.00,0,4,3/91,32.00,0,0,0,-29.99,2018
721,PR Stirling (IRE),1,28,17,14.00,0,0,,,,,,,
722,MD Stoneman (ENG),1,13,9,6.50,0,,,,,,,,
723,Taijul Islam (BAN),1,31,18,31.00,0,3,2/82,35.33,0,1,0,-4.33,2018
724,SR Thompson (IRE),1,56,53,28.00,0,4,3/62,23.25,0,0,0,4.75,2018
725,Usman Salahuddin (PAK),1,37,33,18.50,0,,,,,,,,
726,GH Vihari (IND),1,56,56,28.00,0,3,3/37,12.66,0,0,0,15.33,2018
727,Wafadar Momand (AFG),1,6,6*,6.00,0,2,2/100,50.00,0,0,0,-43.99,2018
728,GC Wilson (IRE),1,45,33*,45.00,0,,,,,,,,
729,MA Wood (ENG),1,11,7,5.50,0,2,2/74,40.50,0,1,0,-34.99,2018
730,Yamin Ahmadzai (AFG),1,1,1,0.50,0,3,3/51,17.00,0,0,0,-16.49,2018
731,JM Bairstow (ENG),6,214,52,19.45,0,,,,,,,,
732,SCJ Broad (ENG),6,85,29,14.16,0,30,5/86,23.06,1,0,0,-8.89,2019
733,RJ Burns (ENG),6,402,133,33.50,1,,,,,,,,
734,JL Denly (ENG),6,345,94,28.75,0,0,,,,,,,
735,JE Root (ENG),6,358,77,29.83,0,3,2/26,40.66,0,12,0,-10.83,2019
736,JC Buttler (ENG),5,247,70,24.70,0,,,,,,,,
737,PJ Cummins (AUS),5,71,26*,10.14,0,29,4/32,19.62,0,2,0,-9.47,2019
738,MJ Leach (ENG),5,147,92,29.40,0,12,4/49,28.00,0,2,0,1.40,2019
739,NM Lyon (AUS),5,80,26*,16.00,0,20,6/49,33.40,1,2,0,-17.39,2019
740,TD Paine (AUS),5,180,58,20.00,0,,,,,,,,
741,JJ Roy (ENG),5,187,72,18.70,0,,,,,,,,
742,BA Stokes (ENG),5,441,135*,55.12,2,8,3/56,45.25,0,4,0,9.87,2019
743,MS Wade (AUS),5,337,117,33.70,2,0,,,,,,,
744,DA Warner (AUS),5,95,61,9.50,0,,,,,,,,
745,CR Woakes (ENG),5,133,37*,16.62,0,16,6/17,23.87,1,0,0,-7.24,2019
746,JC Archer (ENG),4,48,15,6.85,0,22,6/45,20.27,2,0,0,-13.41,2019
747,JR Hazlewood (AUS),4,9,4*,9.00,0,20,5/30,21.85,1,2,0,-12.84,2019
748,TM Head (AUS),4,191,51,27.28,0,0,,,,,,,
749,M Labuschagne (AUS),4,353,80,50.42,0,1,1/9,56.00,0,3,0,-5.57,2019
750,SPD Smith (AUS),4,774,211,110.57,3,0,,,,,,,
751,MS Harris (AUS),3,58,19,9.66,0,,,,,,,,
752,UT Khawaja (AUS),3,122,40,20.33,0,,,,,,,,
753,PM Siddle (AUS),3,84,44,28.00,0,7,2/52,42.14,0,2,0,-14.14,2019
754,MA Agarwal (IND),2,80,55,20.00,0,,,,,,,,
755,MM Ali (ENG),2,13,9,3.25,0,4,2/130,46.50,0,0,0,-43.24,2019
756,CT Bancroft (AUS),2,44,16,11.00,0,,,,,,,,
757,TA Boult (NZ),2,44,26,22.00,0,8,3/75,21.37,0,0,0,0.62,2019
758,KC Brathwaite (WI),2,28,14,7.00,0,1,1/8,32.00,0,0,0,-24.99,2019
759,DM Bravo (WI),2,47,23*,15.66,0,,,,,,,,
760,SSJ Brooks (WI),2,63,50,15.75,0,,,,,,,,
761,JJ Bumrah (IND),2,4,4*,-,,,,,,,,,
762,JD Campbell (WI),2,48,23,12.00,0,0,,,,,,,
763,RL Chase (WI),2,72,48,18.00,0,6,4/132,42.83,0,1,0,-24.83,2019
764,SM Curran (ENG),2,87,37,21.75,0,6,3/28,16.00,0,0,0,5.75,2019
765,DM de Silva (SL),2,129,109,43.00,1,3,3/25,18.33,0,6,0,24.66,2019
766,N Dickwella (SL),2,112,61,37.33,0,,,,,,,,
767,L Embuldeniya (SL),2,10,5,3.33,0,6,4/99,56.00,0,0,0,-52.66,2019
768,ST Gabriel (WI),2,2,2*,2.00,0,4,3/71,56.50,0,0,0,-54.49,2019
769,SO Hetmyer (WI),2,71,35,17.75,0,,,,,,,,
770,JO Holder (WI),2,104,39,26.00,0,8,5/77,22.25,1,2,0,3.75,2019
771,RA Jadeja (IND),2,75,58,37.50,0,6,3/58,30.50,0,0,0,7.00,2019
772,FDM Karunaratne (SL),2,247,122,61.75,1,,,,,,,,
773,V Kohli (IND),2,136,76,34.00,0,,,,,,,,
774,CBRLS Kumara (SL),2,5,5*,-,,,,,,,,,
775,RAS Lakmal (SL),2,64,40,21.33,0,4,4/29,24.50,0,1,0,-3.16,2019
776,TWM Latham (NZ),2,229,154,76.33,1,,,,,,,,
777,AD Mathews (SL),2,87,50,29.00,0,,,,,,,,
778,BKG Mendis (SL),2,115,53,28.75,0,,,,,,,,
779,Mohammed Shami (IND),2,0,0,0.00,0,9,3/65,17.77,0,0,0,-17.77,2019
780,HM Nicholls (NZ),2,83,42,27.66,0,,,,,,,,
781,RR Pant (IND),2,58,27,19.33,0,,,,,,,,
782,AY Patel (NZ),2,14,14,7.00,0,9,5/89,26.88,1,1,0,-19.88,2019
783,JL Pattinson (AUS),2,69,47*,23.00,0,5,2/9,33.40,0,1,0,-10.39,2019
784,MDKJ Perera (SL),2,24,23,6.00,0,,,,,,,,
785,CA Pujara (IND),2,60,27,15.00,0,,,,,,,,
786,AM Rahane (IND),2,271,102,90.33,1,,,,,,,,
787,KL Rahul (IND),2,101,44,25.25,0,,,,,,,,
788,JA Raval (NZ),2,37,33,12.33,0,,,,,,,,
789,KAJ Roach (WI),2,60,38,15.00,0,9,4/66,22.22,0,1,0,-7.22,2019
790,I Sharma (IND),2,76,57,38.00,0,11,5/43,12.27,1,2,0,25.72,2019
791,WER Somerville (NZ),2,49,40*,-,,,,,,,,,
792,TG Southee (NZ),2,61,24*,30.50,0,7,4/63,18.28,0,1,0,12.21,2019
793,LRPL Taylor (NZ),2,112,86,37.33,0,,,,,,,,
794,HDRL Thirimanne (SL),2,76,64,19.00,0,,,,,,,,
795,GH Vihari (IND),2,289,111,96.33,1,0,,,,,,,
796,BJ Watling (NZ),2,183,105*,91.50,1,,,,,,,,
797,KS Williamson (NZ),2,24,20,8.00,0,0,,,,,,,
798,MR Adair (IRE),1,11,8,5.50,0,6,3/32,16.33,0,1,0,-10.83,2019
799,Afsar Zazai (AFG),1,89,48*,89.00,0,,,,,,,,
800,JM Anderson (ENG),1,7,4*,7.00,0,0,,,,,,,
801,Asghar Afghan (AFG),1,142,92,71.00,0,,,,,,,,
802,A Balbirnie (IRE),1,60,55,30.00,0,,,,,,,,
803,J Blackwood (WI),1,38,38,38.00,0,,,,,,,,
804,RRS Cornwall (WI),1,15,14,7.50,0,3,3/105,57.66,0,2,0,-50.16,2019
805,ML Cummins (WI),1,19,19*,19.00,0,0,,,,,,,
806,A Dananjaya (SL),1,0,0,0.00,0,6,5/80,27.33,1,0,0,-27.33,2019
807,C de Grandhomme (NZ),1,83,83,83.00,0,2,1/8,21.50,0,0,0,61.50,2019
808,JN Hamilton (WI),1,5,5,2.50,0,,,,,,,,
809,Hashmatullah Shahidi (AFG),1,26,14,13.00,0,,,,,,,,
810,SD Hope (WI),1,26,24,13.00,0,,,,,,,,
811,Ibrahim Zadran (AFG),1,108,87,54.00,0,,,,,,,,
812,Ihsanullah (AFG),1,13,9,6.50,0,,,,,,,,
813,Litton Das (BAN),1,42,33,21.00,0,,,,,,,,
814,AR McBrine (IRE),1,11,11,5.50,0,0,,,,,,,
815,Mahmudullah (BAN),1,14,7,7.00,0,1,1/9,9.00,0,1,0,-1.99,2019
816,MR Marsh (AUS),1,41,24,20.50,0,7,5/46,12.28,1,1,0,8.21,2019
817,JA McCollum (IRE),1,30,19,15.00,0,,,,,,,,
818,Mehidy Hasan Miraz (BAN),1,23,12,11.50,0,3,2/35,36.00,0,1,0,-24.49,2019
819,Mohammad Nabi (AFG),1,8,8,4.00,0,4,3/56,23.75,0,0,0,-19.74,2019
820,Mominul Haque (BAN),1,55,52,27.50,0,0,,,,,,,
821,Mosaddek Hossain (BAN),1,60,48*,60.00,0,0,,,,,,,
822,TJ Murtagh (IRE),1,18,16,9.00,0,6,5/13,10.83,1,0,0,-1.83,2019
823,Mushfiqur Rahim (BAN),1,23,23,11.50,0,,,,,,,,
824,Nayeem Hasan (BAN),1,8,7,8.00,0,4,2/43,26.00,0,0,0,-17.99,2019
825,KJ O'Brien (IRE),1,32,28*,32.00,0,,,,,,,,
826,C Overton (ENG),1,26,21,13.00,0,2,2/85,53.50,0,0,0,-40.49,2019
827,MDK Perera (SL),1,13,13,6.50,0,3,3/114,38.00,0,0,0,-31.49,2019
828,WTS Porterfield (IRE),1,16,14,8.00,0,,,,,,,,
829,Qais Ahmad (AFG),1,23,14,11.50,0,1,1/22,28.00,0,0,0,-16.49,2019
830,Rahmat Shah (AFG),1,102,102,51.00,1,,,,,,,,
831,WB Rankin (IRE),1,7,7,7.00,0,4,2/5,22.75,0,0,0,-15.74,2019
832,Rashid Khan (AFG),1,75,51,37.50,0,11,6/49,9.45,2,0,0,28.04,2019
833,MJ Santner (NZ),1,25,13,12.50,0,0,,,,,,,
834,Shadman Islam (BAN),1,41,41,20.50,0,,,,,,,,
835,Shakib Al Hasan (BAN),1,55,44,27.50,0,5,3/58,24.40,0,2,0,3.10,2019
836,Soumya Sarkar (BAN),1,32,17,16.00,0,0,,,,,,,
837,MA Starc (AUS),1,57,54*,-,,,,,,,,,
838,PR Stirling (IRE),1,36,36,18.00,0,,,,,,,,
839,OP Stone (ENG),1,19,19,9.50,0,3,3/29,9.66,0,0,0,-0.16,2019
840,Taijul Islam (BAN),1,14,14,7.00,0,6,4/116,33.66,0,0,0,-26.66,2019
841,SR Thompson (IRE),1,4,4,2.00,0,3,3/44,24.66,0,0,0,-22.66,2019
842,GC Wilson (IRE),1,0,0,0.00,0,,,,,,,,
843,Yamin Ahmadzai (AFG),1,9,9,4.50,0,1,1/21,35.00,0,0,0,-30.49,2019
844,Zahir Khan (AFG),1,0,0*,0.00,0,3,3/59,35.00,0,0,0,-34.99,2019
845,DM Bess (ENG),6,111,31*,55.50,0,8,2/51,55.50,0,1,0,0.00,2020
846,RJ Burns (ENG),6,254,90,28.22,0,,,,,,,,
847,JC Buttler (ENG),6,416,152,52.00,1,,,,,,,,
848,OJ Pope (ENG),6,215,91,26.87,0,,,,,,,,
849,DP Sibley (ENG),6,324,120,36.00,1,0,,,,,,,
850,JM Anderson (ENG),5,32,11,10.66,0,16,5/56,25.50,1,2,0,-14.83,2020
851,SCJ Broad (ENG),5,124,62,41.33,0,29,6/31,13.41,1,1,0,27.91,2020
852,JE Root (ENG),5,224,68*,37.33,0,1,1/17,42.00,0,10,0,-4.66,2020
853,CR Woakes (ENG),5,144,84*,36.00,0,17,5/50,20.47,1,2,0,15.52,2020
854,JC Archer (ENG),4,42,23,10.50,0,8,3/45,45.00,0,1,0,-34.49,2020
855,Z Crawley (ENG),4,417,267,69.50,1,,,,,,,,
856,BA Stokes (ENG),4,372,176,62.00,1,11,4/49,14.36,0,4,0,47.63,2020
857,Abid Ali (PAK),3,139,60,27.80,0,,,,,,,,
858,Asad Shafiq (PAK),3,67,29,13.40,0,1,1/24,24.00,0,3,0,-10.59,2020
859,Azhar Ali (PAK),3,210,141*,52.50,1,0,,,,,,,
860,Babar Azam (PAK),3,195,69,48.75,0,,,,,,,,
861,J Blackwood (WI),3,211,95,35.16,0,,,,,,,,
862,KC Brathwaite (WI),3,176,75,29.33,0,0,,,,,,,
863,SSJ Brooks (WI),3,195,68,32.50,0,,,,,,,,
864,JD Campbell (WI),3,84,32,16.80,0,,,,,,,,
865,RL Chase (WI),3,157,51,26.16,0,10,5/172,34.00,1,0,0,-7.83,2020
866,SO Dowrich (WI),3,126,61,21.00,0,,,,,,,,
867,ST Gabriel (WI),3,4,4,2.00,0,11,5/75,32.27,1,0,0,-30.27,2020
868,JO Holder (WI),3,114,46,22.80,0,10,6/42,30.10,1,5,0,-7.29,2020
869,SD Hope (WI),3,105,31,17.50,0,,,,,,,,
870,Mohammad Abbas (PAK),3,6,3*,2.00,0,5,2/28,35.80,0,0,0,-33.79,2020
871,Mohammad Rizwan (PAK),3,161,72,40.25,0,,,,,,,,
872,Naseem Shah (PAK),3,5,4,1.66,0,3,1/44,69.33,0,0,0,-67.66,2020
873,KAJ Roach (WI),3,15,5*,5.00,0,8,4/72,36.50,0,1,0,-31.49,2020
874,Shaheen Shah Afridi (PAK),3,14,9*,4.66,0,5,2/121,51.60,0,0,0,-46.93,2020
875,Shan Masood (PAK),3,179,156,35.80,1,0,,,,,,,
876,Yasir Shah (PAK),3,63,33,15.75,0,11,4/66,33.45,0,1,0,-17.70,2020
877,SM Curran (ENG),2,17,17,17.00,0,4,2/70,36.00,0,0,0,-18.99,2020
878,Fawad Alam (PAK),2,21,21,10.50,0,2,2/46,23.00,0,1,0,-12.49,2020
879,AS Joseph (WI),2,59,32,19.66,0,3,2/45,60.66,0,2,0,-40.99,2020
880,RRS Cornwall (WI),1,12,10,6.00,0,0,,,,,,,
881,JL Denly (ENG),1,47,29,23.50,0,,,,,,,,
882,Shadab Khan (PAK),1,60,45,30.00,0,2,2/13,23.50,0,2,0,6.50,2020
883,MA Wood (ENG),1,7,5,3.50,0,2,1/36,55.00,0,0,0,-51.49,2020
884,JM Anderson (ENG),6,16,8*,3.20,0,18,5/62,32.00,1,2,0,-28.79,2021
885,RJ Burns (ENG),6,421,132,38.27,1,,,,,,,,
886,JE Root (ENG),6,661,180*,66.10,3,2,1/16,69.50,0,8,0,-3.39,2021
887,JJ Bumrah (IND),5,87,34*,12.42,0,18,5/64,25.94,1,1,0,-13.51,2021
888,RA Jadeja (IND),5,191,56,21.22,0,7,2/36,45.28,0,1,0,-24.06,2021
889,V Kohli (IND),5,275,55,30.55,0,,,,,,,,
890,RR Pant (IND),5,191,50,21.22,0,,,,,,,,
891,CA Pujara (IND),5,250,91,27.77,0,,,,,,,,
892,AM Rahane (IND),5,173,61,19.22,0,,,,,,,,
893,OE Robinson (ENG),5,87,42,12.42,0,28,5/65,19.60,2,2,0,-7.17,2021
894,RG Sharma (IND),5,432,127,48.00,1,,,,,,,,
895,Abid Ali (PAK),4,348,215*,69.60,1,,,,,,,,
896,Azhar Ali (PAK),4,224,126,37.33,1,,,,,,,,
897,Babar Azam (PAK),4,195,75,32.50,0,,,,,,,,
898,JM Bairstow (ENG),4,184,57,26.28,0,,,,,,,,
899,J Blackwood (WI),4,223,55,27.87,0,,,,,,,,
900,KC Brathwaite (WI),4,170,97,21.25,0,2,1/10,27.50,0,0,0,-6.24,2021
901,RL Chase (WI),4,127,62,18.14,0,0,,,,,,,
902,J Da Silva (WI),4,71,21,8.87,0,,,,,,,,
903,Fawad Alam (PAK),4,325,140,81.25,2,0,,,,,,,
904,Hasan Ali (PAK),4,98,30,16.33,0,20,5/27,14.15,2,1,0,2.18,2021
905,JO Holder (WI),4,181,58,22.62,0,14,4/75,20.07,0,10,0,2.55,2021
906,Imran Butt (PAK),4,142,91,23.66,0,,,,,,,,
907,JNT Seales (WI),4,12,7,4.00,0,16,5/55,21.31,1,1,0,-17.31,2021
908,KR Mayers (WI),4,91,34,11.37,0,9,3/24,24.22,0,1,0,-12.84,2021
909,Mohammad Rizwan (PAK),4,160,45,32.00,0,,,,,,,,
910,Mohammed Shami (IND),4,92,56*,18.40,0,15,4/76,27.33,0,2,0,-8.93,2021
911,Mohammed Siraj (IND),4,14,7*,7.00,0,14,4/32,30.71,0,2,0,-23.71,2021
912,KOA Powell (WI),4,102,51,14.57,0,,,,,,,,
913,KL Rahul (IND),4,315,129,39.37,1,,,,,,,,
914,KAJ Roach (WI),4,100,30*,16.66,0,17,4/52,18.64,0,1,0,-1.98,2021
915,Shaheen Shah Afridi (PAK),4,23,19,11.50,0,28,6/51,13.10,2,0,0,-1.60,2021
916,DP Sibley (ENG),4,160,60*,22.85,0,,,,,,,,
917,MM Ali (ENG),3,83,35,16.60,0,6,2/84,49.83,0,7,0,-33.23,2021
918,NE Bonner (WI),3,54,37,10.80,0,0,,,,,,,
919,SCJ Broad (ENG),3,15,10,3.00,0,7,4/48,37.42,0,2,0,-34.42,2021
920,JC Buttler (ENG),3,72,25,14.40,0,,,,,,,,
921,RW Chakabva (ZIM),3,178,80,44.50,0,,,,,,,,
922,DP Conway (NZ),3,379,200,63.16,1,,,,,,,,
923,Z Crawley (ENG),3,54,27,9.00,0,,,,,,,,
924,SM Curran (ENG),3,74,32,18.50,0,3,2/27,79.33,0,1,0,-60.83,2021
925,Faheem Ashraf (PAK),3,99,44,19.80,0,5,2/29,30.40,0,2,0,-10.59,2021
926,H Hameed (ENG),3,140,68,28.00,0,,,,,,,,
927,R Kaia (ZIM),3,59,48,9.83,0,0,,,,,,,
928,TWM Latham (NZ),3,127,36,25.40,0,,,,,,,,
929,DW Lawrence (ENG),3,106,81*,26.50,0,1,1/16,16.00,0,0,0,10.50,2021
930,Litton Das (BAN),3,170,95,42.50,0,,,,,,,,
931,Mehidy Hasan Miraz (BAN),3,58,39,14.50,0,13,5/82,37.92,1,2,0,-23.42,2021
932,Mominul Haque (BAN),3,301,127,75.25,1,0,,,,,,,
933,Mushfiqur Rahim (BAN),3,159,68*,53.00,0,,,,,,,,
934,B Muzarabani (ZIM),3,59,30*,14.75,0,11,4/73,25.09,0,0,0,-10.34,2021
935,Najmul Hossain Shanto (BAN),3,308,163,61.60,2,,,,,,,,
936,R Ngarava (ZIM),3,31,15*,6.20,0,5,2/104,56.20,0,1,0,-49.99,2021
937,HM Nicholls (NZ),3,112,61,28.00,0,,,,,,,,
938,Noman Ali (PAK),3,97,97,32.33,0,11,5/86,18.00,1,0,0,14.33,2021
939,OJ Pope (ENG),3,167,81,33.40,0,,,,,,,,
940,Saif Hassan (BAN),3,103,43,17.16,0,1,1/22,27.00,0,0,0,-9.83,2021
941,I Sharma (IND),3,39,16,9.75,0,8,3/48,30.37,0,1,0,-20.62,2021
942,M Shumba (ZIM),3,101,41,16.83,0,1,1/64,233.00,0,1,0,-216.16,2021
943,Taskin Ahmed (BAN),3,88,75,29.33,0,13,4/82,30.23,0,0,0,-0.89,2021
944,BRM Taylor (ZIM),3,265,92,44.16,0,,,,,,,,
945,LRPL Taylor (NZ),3,185,80,46.25,0,,,,,,,,
946,DT Tiripano (ZIM),3,107,52,21.40,0,6,3/89,43.83,0,1,0,-22.43,2021
947,N Wagner (NZ),3,35,25*,11.66,0,10,3/18,28.00,0,0,0,-16.33,2021
948,MA Wood (ENG),3,75,41,18.75,0,11,3/51,31.54,0,0,0,-12.79,2021
949,Abu Jayed (BAN),2,0,0*,0.00,0,0,,,,,,,
950,TA Boult (NZ),2,19,12*,-,,,,,,,,,
951,JR Bracey (ENG),2,8,8,2.66,0,,,,,,,,
952,TS Chisoro (ZIM),2,18,9,4.50,0,3,2/131,73.33,0,1,0,-68.83,2021
953,C de Grandhomme (NZ),2,22,13,11.00,0,0,,,,,,,
954,Q de Kock (SA),2,237,141*,118.50,1,,,,,,,,
955,DM de Silva (SL),2,209,166,69.66,1,2,1/19,100.50,0,2,0,-30.83,2021
956,N Dickwella (SL),2,132,77*,66.00,0,,,,,,,,
957,Ebadot Hossain (BAN),2,0,0,0.00,0,2,1/39,98.00,0,0,0,-97.99,2021
958,D Elgar (SA),2,87,77,29.00,0,,,,,,,,
959,BOP Fernando (SL),2,102,81,34.00,0,,,,,,,,
960,MVT Fernando (SL),2,0,0*,-,,,,,,,,,
961,SD Hope (WI),2,72,43,18.00,0,,,,,,,,
962,KA Jamieson (NZ),2,30,21,15.00,0,10,5/31,17.40,1,1,0,-2.39,2021
963,FDM Karunaratne (SL),2,428,244,142.66,2,0,,,,,,,
964,KT Kasuza (ZIM),2,54,28,13.50,0,,,,,,,,
965,RAS Lakmal (SL),2,34,22*,34.00,0,5,2/21,29.20,0,1,0,4.80,2021
966,KA Maharaj (SA),2,18,12,6.00,0,9,5/36,12.44,1,0,0,-6.44,2021
967,DJ Malan (ENG),2,106,70,35.33,0,,,,,,,,
968,AK Markram (SA),2,64,60,21.33,0,,,,,,,,
969,AD Mathews (SL),2,42,25,14.00,0,0,,,,,,,
970,Mohammad Abbas (PAK),2,1,1*,1.00,0,6,3/43,26.00,0,1,0,-24.99,2021
971,PWA Mulder (SA),2,33,25,11.00,0,3,3/1,14.00,0,5,0,-2.99,2021
972,TK Musakanda (ZIM),2,65,43,16.25,0,,,,,,,,
973,L Ngidi (SA),2,7,6,2.33,0,8,5/19,13.25,1,1,0,-10.91,2021
974,P Nissanka (SL),2,66,30,22.00,0,,,,,,,,
975,A Nortje (SA),2,11,7,3.66,0,8,4/35,19.62,0,2,0,-15.95,2021
976,C Overton (ENG),2,43,32,14.33,0,8,3/14,21.00,0,3,0,-6.66,2021
977,KD Petersen (SA),2,44,19,14.66,0,,,,,,,,
978,K Rabada (SA),2,65,40,32.50,0,11,5/34,11.45,1,0,0,21.04,2021
979,Sajid Khan (PAK),2,27,20,13.50,0,2,2/39,57.50,0,1,0,-43.99,2021
980,TG Southee (NZ),2,38,30,19.00,0,12,6/43,16.00,1,2,0,3.00,2021
981,Taijul Islam (BAN),2,13,9,4.33,0,8,5/72,39.75,1,1,0,-35.41,2021
982,Tamim Iqbal (BAN),2,280,92,93.33,0,,,,,,,,
983,SN Thakur (IND),2,117,60,39.00,0,7,2/22,22.00,0,0,0,17.00,2021
984,HDRL Thirimanne (SL),2,200,140,66.66,1,,,,,,,,
985,HE van der Dussen (SA),2,125,75*,62.50,0,,,,,,,,
986,K Verreynne (SA),2,39,27,13.00,0,,,,,,,,
987,BJ Watling (NZ),2,17,15*,8.50,0,,,,,,,,
988,KS Williamson (NZ),2,115,52*,38.33,0,0,,,,,,,
989,R Ashwin (IND),1,29,22,14.50,0,4,2/17,11.25,0,0,0,3.25,2021
990,TA Blundell (NZ),1,34,34,34.00,0,,,,,,,,
991,RRS Cornwall (WI),1,13,13,6.50,0,1,1/61,61.00,0,0,0,-54.49,2021
992,ST Gabriel (WI),1,2,2*,-,,,,,,,,,
993,PW Hasaranga (SL),1,43,43,43.00,0,0,,,,,,,
994,MJ Henry (NZ),1,12,12,12.00,0,6,3/36,19.00,0,0,0,-6.99,2021
995,P Jayawickrama (SL),1,3,3*,-,,,,,,,,,
996,LM Jongwe (ZIM),1,56,37,28.00,0,1,1/68,68.00,0,0,0,-39.99,2021
997,AS Joseph (WI),1,21,17,10.50,0,2,2/24,49.50,0,0,0,-38.99,2021
998,T Kaitano (ZIM),1,94,87,47.00,0,,,,,,,,
999,CBRLS Kumara (SL),1,,,,,,,,,,,,
1000,Mahmudullah (BAN),1,150,150*,-,,,,,,,,,
1001,T Maruma (ZIM),1,0,0,0.00,0,,,,,,,,
1002,PS Masvaure (ZIM),1,11,11,11.00,0,,,,,,,,
1003,RTM Mendis (SL),1,41,33,20.50,0,6,4/103,31.50,0,0,0,-10.99,2021
1004,DJ Mitchell (NZ),1,6,6,6.00,0,0,,,,,,,
1005,D Myers (ZIM),1,53,27,26.50,0,0,,,,,,,
1006,VM Nyauchi (ZIM),1,10,10,5.00,0,2,2/92,64.00,0,1,0,-58.99,2021
1007,AY Patel (NZ),1,20,20,20.00,0,4,2/25,14.75,0,0,0,5.25,2021
1008,MJ Santner (NZ),1,0,0,0.00,0,0,,,,,,,
1009,Shadman Islam (BAN),1,138,115*,138.00,1,,,,,,,,
